TimeGenerated,Timestamp,DeviceName,ActionType,LocalIP,LocalIPType,LocalPort,RemoteIP,RemoteIPType,RemotePort,RemoteUrl,Protocol,InitiatingProcessFileName,InitiatingProcessFolderPath,InitiatingProcessCommandLine,InitiatingProcessAccountName,InitiatingProcessSHA256,Type
2026-04-17T19:12:40Z,2026-04-17T19:12:40Z,WS-HR-03,ConnectionSuccess,10.0.16.89,Private,53914,199.232.65.69,Public,443,,Tcp,OneDrive.exe,C:\Program Files,OneDrive.exe,jharris,47d9fa55c8b9d7e0dab247122b713015bd178c94092961694c8da25d5a74332b,DeviceNetworkEvents
2026-04-17T19:12:45Z,2026-04-17T19:12:45Z,SVR-WEB-01,ConnectionAttempt,10.0.13.129,Private,50681,142.250.80.78,Public,443,,Tcp,code.exe,C:\Program Files,code.exe,rmorales,71a48c04dd683a8842e440c7720463c46c30b9de6f65c23a57159cc652c5cce9,DeviceNetworkEvents
2026-04-17T19:13:09Z,2026-04-17T19:13:09Z,WS-FINANCE-01,ConnectionSuccess,10.0.15.209,Private,60092,20.232.97.97,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,jharris,0d5a6b4f5ef27bafcb8c71a1c4a0b3d9709e7be6866de78687bc4ede34e21332,DeviceNetworkEvents
2026-04-17T19:22:44Z,2026-04-17T19:22:44Z,WS-FINANCE-01,ConnectionSuccess,10.0.21.143,Private,49999,104.18.32.115,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,rmorales,140bc25b48480583ab2dc5424c9b14ceaf29c36186dbf9002460630cfe6099af,DeviceNetworkEvents
2026-04-17T19:23:12Z,2026-04-17T19:23:12Z,WS-OPS-01,ConnectionAttempt,10.0.28.107,Private,56642,20.232.97.97,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,rmorales,055893ac89cdc77e69ed68fbde8cec3dfb5da36ab300d1fe62c58ae85aaabedc,DeviceNetworkEvents
2026-04-17T19:27:03Z,2026-04-17T19:27:03Z,SVR-WEB-01,ConnectionAttempt,10.0.17.67,Private,51448,13.107.42.14,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,bsato,4137fdcfa5cfd55cd709cfc549f3ebdea248b06ceb081c89845138654d35e91e,DeviceNetworkEvents
2026-04-17T19:27:33Z,2026-04-17T19:27:33Z,WS-IT-02,ConnectionSuccess,10.0.24.26,Private,62165,142.250.80.46,Public,443,,Tcp,Teams.exe,C:\Program Files,Teams.exe,dkim,4b1e33815a96ba1bf3dd1d591036c7b280fd5609a38e78c330293ff657c3014d,DeviceNetworkEvents
2026-04-17T19:29:27Z,2026-04-17T19:29:27Z,LAP-EXEC-01,ConnectionAttempt,10.0.7.88,Private,57875,13.107.42.14,Public,443,,Tcp,Teams.exe,C:\Program Files,Teams.exe,sthompson,32d4629403c52f8088e9d99fbf1907fa96fd22f53efe88c75b3b6e5a8e971f38,DeviceNetworkEvents
2026-04-17T19:33:18Z,2026-04-17T19:33:18Z,WS-HR-03,ConnectionSuccess,10.0.21.225,Private,55370,151.101.1.69,Public,53,,Tcp,Teams.exe,C:\Program Files,Teams.exe,kpatel,96e9b722945433a05438743b7a6c089dd2d870d7647be3fd1b96ad1523200621,DeviceNetworkEvents
2026-04-17T19:37:48Z,2026-04-17T19:37:48Z,WS-MKT-02,ConnectionSuccess,10.0.4.153,Private,54316,40.99.4.34,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,sthompson,c22c8c3a8b4e22f1863dc602606bf7e140dbe8a7e68ad3758feb6796106758b0,DeviceNetworkEvents
2026-04-17T19:38:12Z,2026-04-17T19:38:12Z,WS-OPS-01,ConnectionSuccess,10.0.9.53,Private,64890,23.40.44.17,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,kpatel,cf6d552913f92bd669e2216a7eaa4f3be09738ca3e44b797bceb5d9b8b67b841,DeviceNetworkEvents
2026-04-17T19:42:45Z,2026-04-17T19:42:45Z,WS-FINANCE-01,ConnectionSuccess,10.0.12.45,Private,63616,172.217.14.110,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,mwhite,3e3c2ff42e708616ef724fba237d655a0d1e5e6c6289c08d8c37bb8439ae72ed,DeviceNetworkEvents
2026-04-17T19:45:36Z,2026-04-17T19:45:36Z,WS-MKT-01,ConnectionSuccess,10.0.7.21,Private,49307,151.101.1.69,Public,443,,Tcp,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,ehernandez,ab261d1ba4a1ee44cab47444a0e0d74b3e006e2b82dd3cbeb5885b067db0f1e2,DeviceNetworkEvents
2026-04-17T19:52:44Z,2026-04-17T19:52:44Z,LAP-SALES-03,ConnectionAttempt,10.0.9.229,Private,64203,151.101.1.69,Public,80,,Tcp,SearchHost.exe,C:\Windows\System32,SearchHost.exe,olopez,0b5660e5f47fb57da8821c64bd4eb077905fbf0cdbfc6249624b5c6351b9c09f,DeviceNetworkEvents
2026-04-17T19:54:00Z,2026-04-17T19:54:00Z,WS-OPS-02,ConnectionSuccess,10.0.14.38,Private,60012,151.101.1.69,Public,443,,Tcp,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,jharris,c56dad89a79cb1da1aa47fc10e5d89ef939606a32f28021e70fc861c84cb7b01,DeviceNetworkEvents
2026-04-17T20:01:16Z,2026-04-17T20:01:16Z,WS-IT-02,ConnectionSuccess,10.0.13.162,Private,59935,142.250.80.46,Public,443,,Tcp,firefox.exe,C:\Program Files,firefox.exe,agarcia,617d41dc75892732cec9eb7f0f6f96064c149e42fe058762f6c9e01ba8c5bd30,DeviceNetworkEvents
2026-04-17T20:02:17Z,2026-04-17T20:02:17Z,SVR-DC-01,ConnectionSuccess,10.0.27.137,Private,63384,199.232.65.69,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,jharris,9a0b1698402a784b6a11f62bf1621b1def4600813c6d06c91a037ba285b0f778,DeviceNetworkEvents
2026-04-17T20:10:09Z,2026-04-17T20:10:09Z,LAP-EXEC-01,ConnectionSuccess,10.0.25.160,Private,55354,142.250.80.78,Public,443,,Tcp,firefox.exe,C:\Program Files,firefox.exe,rmorales,fe204a84d06bd6241eb481b5eeba4530a18d823a2b260d1e942fe1ad2d16ed08,DeviceNetworkEvents
2026-04-17T20:10:47Z,2026-04-17T20:10:47Z,WS-OPS-02,ConnectionSuccess,10.0.10.188,Private,64312,23.40.44.17,Public,80,,Tcp,Teams.exe,C:\Program Files,Teams.exe,rmorales,01cf540dc1f24287aab0db4b99ac504834dfeed8182c0683743a0ed4d05ca38b,DeviceNetworkEvents
2026-04-17T20:14:04Z,2026-04-17T20:14:04Z,WS-OPS-01,ConnectionAttempt,10.0.18.147,Private,61584,104.18.32.115,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,sthompson,3f498b30650da85682d80de060978feb7dde9b451c3e7e2f8ab7b3c503381c86,DeviceNetworkEvents
2026-04-17T20:14:50Z,2026-04-17T20:14:50Z,SVR-WEB-01,ConnectionSuccess,10.0.13.209,Private,63191,172.217.14.110,Public,443,,Tcp,OneDrive.exe,C:\Program Files,OneDrive.exe,mwhite,774af87d9ee37f408e57c354c729542cd93c8a0aba7d92f51c28750410d85e85,DeviceNetworkEvents
2026-04-17T20:15:08Z,2026-04-17T20:15:08Z,WS-OPS-01,ConnectionSuccess,10.0.15.135,Private,62570,104.18.32.115,Public,443,,Tcp,OneDrive.exe,C:\Program Files,OneDrive.exe,jharris,ac2b7a98d8919589fa8d84d2218c19935bd9e8a53f85e32ce4bd0f45e0951d74,DeviceNetworkEvents
2026-04-17T20:24:13Z,2026-04-17T20:24:13Z,LAP-EXEC-01,ConnectionSuccess,10.0.27.174,Private,56741,142.250.80.46,Public,443,,Tcp,svchost.exe,C:\Windows\System32,svchost.exe,rmorales,2a9c73eececdc3678bdf4467379744f94ce4a86da65ea72257f3d8cd4190a6a7,DeviceNetworkEvents
2026-04-17T20:28:01Z,2026-04-17T20:28:01Z,LAP-SALES-03,ConnectionSuccess,10.0.3.196,Private,65195,20.232.97.97,Public,443,,Tcp,SearchHost.exe,C:\Windows\System32,SearchHost.exe,kpatel,04df7cc462d5ccc0008f533cde8e2d4afec3eec5cc34c236cf4030ed01184e19,DeviceNetworkEvents
2026-04-17T20:29:00Z,2026-04-17T20:29:00Z,WS-OPS-02,ConnectionSuccess,10.0.16.34,Private,50726,20.232.97.97,Public,443,,Tcp,OneDrive.exe,C:\Program Files,OneDrive.exe,kpatel,329fffab113847ffe3dc30ea96ad563d3bfd5d117d2ce09b6d1544134e685d5b,DeviceNetworkEvents
2026-04-17T20:30:22Z,2026-04-17T20:30:22Z,WS-OPS-02,ConnectionSuccess,10.0.4.164,Private,49932,142.250.80.78,Public,443,,Tcp,firefox.exe,C:\Program Files,firefox.exe,rmorales,b55d1c9de684e8eac8678c976e7a1342039fb532ca66d7fe7eb9388ebe724ecb,DeviceNetworkEvents
2026-04-17T20:32:19Z,2026-04-17T20:32:19Z,WS-DEV-02,ConnectionSuccess,10.0.29.233,Private,56146,52.96.165.18,Public,80,,Tcp,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,rmorales,4be63aff9338af7bb3ce0deeb373407f43eda88483ba9286bf2c1847cfaf3ba9,DeviceNetworkEvents
2026-04-17T20:33:15Z,2026-04-17T20:33:15Z,WS-OPS-01,ConnectionSuccess,10.0.19.9,Private,52687,199.232.65.69,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,mwhite,86d1358b175dbdbf70bd91c82e5f151ef282759923135c067799560795f408ab,DeviceNetworkEvents
2026-04-17T20:36:15Z,2026-04-17T20:36:15Z,SVR-WEB-01,ConnectionAttempt,10.0.17.123,Private,50502,40.99.4.34,Public,443,,Tcp,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,sthompson,1a6f836ef89b8981192648985dee71e0813c9801861010dc47305a390e9b487d,DeviceNetworkEvents
2026-04-17T20:39:42Z,2026-04-17T20:39:42Z,WS-MKT-01,ConnectionSuccess,10.0.24.128,Private,58280,151.101.1.69,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,agarcia,0ee7975f19fdeadeabbe5c0f367c767fa75c51763b3e70be58c1c933ef32f88b,DeviceNetworkEvents
2026-04-17T20:40:22Z,2026-04-17T20:40:22Z,WS-DEV-02,ConnectionSuccess,10.0.4.150,Private,57882,20.232.97.97,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,jharris,5b99173a87e963041e5d46a27d7c593e4d7e99c7087192bc22333afe0614f65f,DeviceNetworkEvents
2026-04-17T20:42:07Z,2026-04-17T20:42:07Z,WS-HR-03,ConnectionSuccess,10.0.4.168,Private,57548,142.250.80.78,Public,443,,Tcp,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,olopez,edcf9951aa250b9d8d2778927d9c2007b15d3f7dc25c2934bb347096397bf8f9,DeviceNetworkEvents
2026-04-17T20:43:14Z,2026-04-17T20:43:14Z,WS-MKT-01,ConnectionSuccess,10.0.22.163,Private,58843,52.96.165.18,Public,443,,Tcp,svchost.exe,C:\Windows\System32,svchost.exe,lwoods,5b52d0ea506dc0a8f997ce33b27e5e01ad25436990979cdaf56102a6727a8f46,DeviceNetworkEvents
2026-04-17T20:44:54Z,2026-04-17T20:44:54Z,WS-FINANCE-01,ConnectionSuccess,10.0.11.54,Private,61644,13.107.42.14,Public,80,,Tcp,svchost.exe,C:\Windows\System32,svchost.exe,mwhite,0db4b9e5def7e073bd2bc09c2749ec92ae04e1c895b05e24ba28007f4f245460,DeviceNetworkEvents
2026-04-17T20:48:58Z,2026-04-17T20:48:58Z,SVR-DC-01,ConnectionSuccess,10.0.7.83,Private,59139,142.250.80.46,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,ehernandez,a16586340e3a119700ff735fab812375876f0ab8ef45253a48035996c7ace22c,DeviceNetworkEvents
2026-04-17T20:49:24Z,2026-04-17T20:49:24Z,WS-IT-01,ConnectionSuccess,10.0.19.109,Private,55684,20.232.97.97,Public,443,,Tcp,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,dkim,617efc48dd934fedf28feabd8e439f919ef828ca6405992e3cc7e76c596181ee,DeviceNetworkEvents
2026-04-17T20:51:43Z,2026-04-17T20:51:43Z,WS-HR-03,ConnectionSuccess,10.0.12.173,Private,56310,52.96.165.18,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,sthompson,d99964eb5fd323272282b256211fcdd1510dc3f576210a137ee324ab43652fe7,DeviceNetworkEvents
2026-04-17T20:55:11Z,2026-04-17T20:55:11Z,WS-DEV-02,ConnectionAttempt,10.0.9.172,Private,64276,13.107.42.14,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,tnguyen,3a4f457fd8df9f07498d9387ae4c1023f0ea6c0ee546088dd9eb119f1c450bed,DeviceNetworkEvents
2026-04-17T20:55:58Z,2026-04-17T20:55:58Z,SVR-WEB-01,ConnectionFailed,10.0.11.18,Private,58210,199.232.65.69,Public,443,,Tcp,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,lwoods,af4e27267e8171e6f897ad366068ec88517250f52e9c6ce8130c71ecce81097a,DeviceNetworkEvents
2026-04-17T20:58:12Z,2026-04-17T20:58:12Z,SVR-WEB-01,ConnectionSuccess,10.0.22.25,Private,63894,151.101.1.69,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,jharris,35b460a1e7bbb042b668e487e5608d51233b275dd022ceaf73f5a5bfc4509980,DeviceNetworkEvents
2026-04-17T20:58:27Z,2026-04-17T20:58:27Z,WS-DEV-02,ConnectionSuccess,10.0.16.244,Private,52392,142.250.80.46,Public,443,,Tcp,firefox.exe,C:\Program Files,firefox.exe,agarcia,9be26a0a695ef7c84fe24447103523e4c41acd6a553f3112cf8910c566057b83,DeviceNetworkEvents
2026-04-17T20:59:30Z,2026-04-17T20:59:30Z,WS-MKT-02,ConnectionSuccess,10.0.5.183,Private,56405,151.101.1.69,Public,443,,Tcp,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,jharris,3de044ff083a42b8c36c13adf42f6ca410d3e4220662586e729e5a70200f1084,DeviceNetworkEvents
2026-04-17T21:00:40Z,2026-04-17T21:00:40Z,LAP-EXEC-01,ConnectionSuccess,10.0.14.161,Private,57251,142.250.80.46,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,bsato,4cac887e3732bf69d1d3300d236e29081d0ec4a891e8413f2a76c4d3cda428ba,DeviceNetworkEvents
2026-04-17T21:01:04Z,2026-04-17T21:01:04Z,WS-IT-01,ConnectionSuccess,10.0.17.198,Private,58517,52.96.165.18,Public,80,,Tcp,OneDrive.exe,C:\Program Files,OneDrive.exe,tnguyen,5a2278006c719cd0d1fa55053090519eef69b14494cc48ef3d17cf0f9ce7ffa4,DeviceNetworkEvents
2026-04-17T21:02:57Z,2026-04-17T21:02:57Z,WS-DEV-02,ConnectionSuccess,10.0.7.82,Private,60812,172.217.14.110,Public,443,,Tcp,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,agarcia,b01941a2ad8021ff70e3d5aa79a54a08591ef64b344213083ad36805661b65e0,DeviceNetworkEvents
2026-04-17T21:04:59Z,2026-04-17T21:04:59Z,WS-OPS-02,ConnectionSuccess,10.0.1.243,Private,50046,23.40.44.17,Public,53,,Tcp,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,jharris,2f807839219cd1d9c89494e64518683bd73875edd144440fdf376c2e12b27b29,DeviceNetworkEvents
2026-04-17T21:05:14Z,2026-04-17T21:05:14Z,WS-OPS-02,ConnectionAttempt,10.0.9.37,Private,55731,199.232.65.69,Public,80,,Tcp,msedge.exe,C:\Program Files,msedge.exe,dkim,b67092042b75b5055759b62fa665a18dcda5ad70bd5fb428e08cdce43863bba1,DeviceNetworkEvents
2026-04-17T21:05:55Z,2026-04-17T21:05:55Z,WS-DEV-02,ConnectionSuccess,10.0.20.171,Private,57448,142.250.80.46,Public,443,,Tcp,svchost.exe,C:\Windows\System32,svchost.exe,lwoods,4ee13464d698c00e611734034d0b3e350c8d0304ffe4086a8f4890c0eac53a0e,DeviceNetworkEvents
2026-04-17T21:14:27Z,2026-04-17T21:14:27Z,WS-HR-03,ConnectionSuccess,10.0.6.228,Private,51374,142.250.80.46,Public,443,,Tcp,code.exe,C:\Program Files,code.exe,mwhite,d745b2c6634aacf07e56a14ff0cf725027b98b280fc7b4969f038b6c256b5cf4,DeviceNetworkEvents
2026-04-17T21:15:00Z,2026-04-17T21:15:00Z,WS-OPS-02,ConnectionSuccess,10.0.12.126,Private,61679,23.40.44.17,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,mwhite,d6b4d3a766711861f635724f798c653747b5a751b3f673cb111f474a1cd3be10,DeviceNetworkEvents
2026-04-17T21:18:57Z,2026-04-17T21:18:57Z,WS-HR-03,ConnectionSuccess,10.0.4.98,Private,57674,142.250.80.46,Public,80,,Tcp,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,jharris,1943d74ddb4332d303e926d2f3753efb9f3df73496e2dc0e05ce7edbc24a0e9e,DeviceNetworkEvents
2026-04-17T21:20:22Z,2026-04-17T21:20:22Z,WS-OPS-01,ConnectionSuccess,10.0.29.62,Private,59117,157.240.22.35,Public,53,,Tcp,chrome.exe,C:\Program Files,chrome.exe,agarcia,a0c8a42285d204a170d393acf641ce012fce122d1779ccc4f17f66665f84006a,DeviceNetworkEvents
2026-04-17T21:22:54Z,2026-04-17T21:22:54Z,SVR-DC-01,ConnectionFailed,10.0.23.8,Private,54271,172.217.14.110,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,tnguyen,011b1f2902b71bb9681aec01d51cbc3020554a4f6afea32f4614ea031febe5e4,DeviceNetworkEvents
2026-04-17T21:23:18Z,2026-04-17T21:23:18Z,LAP-EXEC-01,ConnectionSuccess,10.0.12.77,Private,60823,13.107.42.14,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,lwoods,143c17a2284bf270135c910cb00e18d160c6c7f739cc98f8d052ffa037017c09,DeviceNetworkEvents
2026-04-17T21:24:31Z,2026-04-17T21:24:31Z,WS-MKT-02,ConnectionSuccess,10.0.2.76,Private,59774,20.232.97.97,Public,443,,Tcp,svchost.exe,C:\Windows\System32,svchost.exe,kpatel,d8f532208113a276c246e078216312cbae16aa05d1fbf500e89d045d0721cff5,DeviceNetworkEvents
2026-04-17T21:25:57Z,2026-04-17T21:25:57Z,SVR-DC-01,ConnectionSuccess,10.0.1.188,Private,50552,142.250.80.78,Public,443,,Tcp,Teams.exe,C:\Program Files,Teams.exe,rmorales,f8d1c8d16598ea684528e8e1969c4edc8b1b8b4e40696d6b23db98369b86f0c7,DeviceNetworkEvents
2026-04-17T21:26:01Z,2026-04-17T21:26:01Z,WS-IT-02,ConnectionSuccess,10.0.20.3,Private,57672,142.250.80.46,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,ehernandez,33e25bbfea1023f7b2d3df44e09d31735955543fc616a7590be82434fa342ebc,DeviceNetworkEvents
2026-04-17T21:26:42Z,2026-04-17T21:26:42Z,WS-DEV-02,ConnectionSuccess,10.0.19.46,Private,56339,172.217.14.110,Public,80,,Tcp,firefox.exe,C:\Program Files,firefox.exe,dkim,e76ed97afc83f00605b0fcdb54ccdb687a4dc620ca31383da2d476f19b89dad3,DeviceNetworkEvents
2026-04-17T21:29:17Z,2026-04-17T21:29:17Z,SVR-WEB-01,ConnectionSuccess,10.0.6.162,Private,59954,13.107.42.14,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,jharris,a359c7c1e1be200a240d932cfb3ce17720d3a8d4c8e9153fba9e9da618904f2d,DeviceNetworkEvents
2026-04-17T21:37:37Z,2026-04-17T21:37:37Z,WS-MKT-01,ConnectionSuccess,10.0.23.10,Private,59454,40.99.4.34,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,mwhite,c0058aa731379e55621ecfd51fe92ce9f6dc918df81de5056bc9ebac3b39c056,DeviceNetworkEvents
2026-04-17T21:39:33Z,2026-04-17T21:39:33Z,WS-DEV-02,ConnectionSuccess,10.0.16.195,Private,54438,23.40.44.17,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,lwoods,4e4ef6be92605b4b09dde1f2ab4dd4df7fad6d357a3ee6df36ffe7c2f1441e14,DeviceNetworkEvents
2026-04-17T21:42:36Z,2026-04-17T21:42:36Z,SVR-DC-01,ConnectionSuccess,10.0.14.88,Private,52592,52.96.165.18,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,sthompson,853e134e5a64e0f27d49e499e97c7ec1c85184ed06b3a06693990a74caf7c777,DeviceNetworkEvents
2026-04-17T21:47:14Z,2026-04-17T21:47:14Z,WS-OPS-02,ConnectionSuccess,10.0.27.165,Private,52398,157.240.22.35,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,rmorales,79885fe20335202014e4608f46580ba85a90fc6a14b332b45499ce86084fa625,DeviceNetworkEvents
2026-04-17T21:47:44Z,2026-04-17T21:47:44Z,WS-IT-02,ConnectionAttempt,10.0.3.19,Private,54725,172.217.14.110,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,lwoods,33155c1a02b21c72207770b26b833c334b8b61bc2493737d75519d627fe93e73,DeviceNetworkEvents
2026-04-17T21:50:16Z,2026-04-17T21:50:16Z,LAP-EXEC-01,ConnectionAttempt,10.0.22.185,Private,50462,20.232.97.97,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,sthompson,a5277b23bbe72a646372184d64f509b93ce84bf3c5829bcd71e84f311413cd31,DeviceNetworkEvents
2026-04-17T21:53:17Z,2026-04-17T21:53:17Z,WS-FINANCE-01,ConnectionSuccess,10.0.27.2,Private,60065,13.107.42.14,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,mwhite,36b014a81dfb3548c6fac7e262485291350881007aaf36ceeee7006c789ef13f,DeviceNetworkEvents
2026-04-17T21:54:33Z,2026-04-17T21:54:33Z,SVR-DC-01,ConnectionSuccess,10.0.22.9,Private,60848,52.96.165.18,Public,443,,Tcp,OneDrive.exe,C:\Program Files,OneDrive.exe,ehernandez,f31def056973113e30f71057ab6ee82d310c5e999898bc3c4f2b035fea32816d,DeviceNetworkEvents
2026-04-17T21:58:22Z,2026-04-17T21:58:22Z,SVR-WEB-01,ConnectionSuccess,10.0.12.143,Private,53986,40.99.4.34,Public,443,,Tcp,SearchHost.exe,C:\Windows\System32,SearchHost.exe,agarcia,6e86cbe8aae67cfc1ebb6071b12b3be6d3a5c81e4ae787ec13f7d91566aa924e,DeviceNetworkEvents
2026-04-17T21:58:38Z,2026-04-17T21:58:38Z,WS-OPS-01,ConnectionSuccess,10.0.18.251,Private,57787,104.18.32.115,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,sthompson,c6b2094259fc69425f5e6426fa0eba836a02535c6749525e41d9aa684525967a,DeviceNetworkEvents
2026-04-17T22:00:55Z,2026-04-17T22:00:55Z,WS-DEV-02,ConnectionSuccess,10.0.4.210,Private,51036,199.232.65.69,Public,443,,Tcp,Teams.exe,C:\Program Files,Teams.exe,tnguyen,97f080c5199de9c48df0f2ff979d9624bf0268b4608ced3188f4d1a68f607eca,DeviceNetworkEvents
2026-04-17T22:04:15Z,2026-04-17T22:04:15Z,SVR-WEB-01,ConnectionSuccess,10.0.19.208,Private,49313,142.250.80.78,Public,443,,Tcp,svchost.exe,C:\Windows\System32,svchost.exe,rmorales,a9fa21c47507e694aa71bd73e68a48ebf227bc5eacf9b38f89e05e6d2bcc81fe,DeviceNetworkEvents
2026-04-17T22:06:29Z,2026-04-17T22:06:29Z,SVR-WEB-01,ConnectionSuccess,10.0.4.148,Private,64153,20.232.97.97,Public,443,,Tcp,Teams.exe,C:\Program Files,Teams.exe,rmorales,96edd8ad92aae50c450f959c136bdb60fbc780431fff538f6ffc9eb3d1ba1f0e,DeviceNetworkEvents
2026-04-17T22:10:05Z,2026-04-17T22:10:05Z,WS-MKT-02,ConnectionSuccess,10.0.17.64,Private,53726,142.250.80.46,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,lwoods,dea6a7da64eba7009a64912e03a857dbaac01d3aefba2202a2fed07bcb66d55f,DeviceNetworkEvents
2026-04-17T22:11:32Z,2026-04-17T22:11:32Z,SVR-WEB-01,ConnectionSuccess,10.0.2.238,Private,61354,40.99.4.34,Public,443,,Tcp,SearchHost.exe,C:\Windows\System32,SearchHost.exe,kpatel,c6a67cd37e37fda30366dc9ab3f107933719d54e825618746cad849fcfa4db20,DeviceNetworkEvents
2026-04-17T22:16:58Z,2026-04-17T22:16:58Z,SVR-DC-01,ConnectionSuccess,10.0.2.91,Private,60409,157.240.22.35,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,jharris,7ea7283bab4cbaee1cdb00c051150856fe06e7a76830d38549b47fe71a206eb2,DeviceNetworkEvents
2026-04-17T22:21:03Z,2026-04-17T22:21:03Z,SVR-WEB-01,ConnectionSuccess,10.0.16.245,Private,59291,142.250.80.78,Public,443,,Tcp,OneDrive.exe,C:\Program Files,OneDrive.exe,dkim,647dc229b07d1f009545a07c0a06bcb9110b695707bd444ecc03a486cbc12bdf,DeviceNetworkEvents
2026-04-17T22:22:38Z,2026-04-17T22:22:38Z,SVR-DC-01,ConnectionSuccess,10.0.10.161,Private,49395,157.240.22.35,Public,80,,Tcp,SearchHost.exe,C:\Windows\System32,SearchHost.exe,ehernandez,d424a8c619ec8ec99ebc354ab8784072f3df51220b02e3cef646e3c708911311,DeviceNetworkEvents
2026-04-17T22:25:03Z,2026-04-17T22:25:03Z,WS-FINANCE-01,ConnectionSuccess,10.0.24.62,Private,57328,23.40.44.17,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,tnguyen,8b741b8c89eb13c65fd811daf1277d22ca6752ec048a35f80ebd6fa6ec50914b,DeviceNetworkEvents
2026-04-17T22:25:31Z,2026-04-17T22:25:31Z,SVR-WEB-01,ConnectionFailed,10.0.8.19,Private,52175,142.250.80.46,Public,80,,Tcp,msedge.exe,C:\Program Files,msedge.exe,tnguyen,07c827a1a6914bd0f98de3f0d3759bcd8d67eeb5aefab91f26da851c8cbef47e,DeviceNetworkEvents
2026-04-17T22:32:23Z,2026-04-17T22:32:23Z,WS-MKT-01,ConnectionSuccess,10.0.11.38,Private,50831,172.217.14.110,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,tnguyen,22f45432733d143baf12c6660fe09ac3bc5227377c8141975bb60e1cc945538c,DeviceNetworkEvents
2026-04-17T22:35:46Z,2026-04-17T22:35:46Z,SVR-WEB-01,ConnectionSuccess,10.0.2.152,Private,51963,104.18.32.115,Public,53,,Tcp,msedge.exe,C:\Program Files,msedge.exe,olopez,abfd42e67aef53cb8682d144bb4f48528a631f765ee8ad0c496a0fe86b29de2e,DeviceNetworkEvents
2026-04-17T22:40:01Z,2026-04-17T22:40:01Z,SVR-DC-01,ConnectionSuccess,10.0.17.153,Private,58860,172.217.14.110,Public,443,,Tcp,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,tnguyen,1df2b9ea7ba2a18cdd5dd96b03e550b0cce2e6b23f538cb9eefc4c086427a847,DeviceNetworkEvents
2026-04-17T22:40:51Z,2026-04-17T22:40:51Z,LAP-SALES-03,ConnectionSuccess,10.0.11.225,Private,56379,142.250.80.78,Public,443,,Tcp,OneDrive.exe,C:\Program Files,OneDrive.exe,lwoods,39e333384660fc0b5ca337aae4e7d6908a022531ef52d70e42d933dbe45f5cbd,DeviceNetworkEvents
