TimeGenerated,Timestamp,DeviceName,DeviceId,AccountName,AccountDomain,FileName,FolderPath,ProcessCommandLine,ProcessId,SHA256,SHA1,MD5,FileSize,InitiatingProcessFileName,InitiatingProcessFolderPath,InitiatingProcessCommandLine,InitiatingProcessId,InitiatingProcessAccountName,InitiatingProcessSHA256,InitiatingProcessSignatureStatus,InitiatingProcessSignerType,ProcessIntegrityLevel,ProcessTokenElevation,Type
2026-04-29T05:01:27Z,2026-04-29T05:01:27Z,LAP-EXEC-01,dev-lap-exec-01,tnguyen,CORP,chrome.exe,C:\Program Files,chrome.exe,9695,25f2b07a532a62cac00283a4a9e99e93ddde95355e99371c2151db6faa721d06,aec94d07dbda9012826887616e3fd047d2f5b774,0e42ec5a95af68e38a36a19c75d61c70,3241476,explorer.exe,C:\Windows,C:\Windows\explorer.exe,1794,tnguyen,7a2439895864054cc0419f57b9ff9dea54030479d1b0624714f6b8875a9aa908,Valid,Microsoft,High,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:01:51Z,2026-04-29T05:01:51Z,WS-MKT-01,dev-ws-mkt-01,tnguyen,CORP,powershell.exe,C:\Windows\System32,powershell.exe,7698,89a38441847d4e8ecb8e5ade40369372096c14f309052bba1e21c26dcbf81d74,d5cb7bd7b5eca8c8495b166e29f557221c7df025,1a564934f7388b37ee8eb7233bad0e94,1934752,RuntimeBroker.exe,C:\Windows,C:\Windows\RuntimeBroker.exe,9671,tnguyen,a60fa85b5e4aa590e084998238e541ee191c6e4f8024e9154ff8b151dec19f74,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:02:06Z,2026-04-29T05:02:06Z,WS-FINANCE-01,dev-ws-finance-01,rmorales,CORP,Teams.exe,C:\Program Files,Teams.exe,6611,0b8c9743a791415303ff823599d4800185fc35ca8a2a0e22a27d4c1d822f90a9,689e18fb656ef95b6b9692cb41302d18f9375402,3c6e63efc78d74f4bdaf4e994de66d62,3242248,explorer.exe,C:\Windows,C:\Windows\explorer.exe,4538,rmorales,3dbd50343a431a9ec790d42da8479f1530128e89c0be51c3d71e899eae3ccca4,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:02:09Z,2026-04-29T05:02:09Z,WS-IT-02,dev-ws-it-02,bsato,CORP,RuntimeBroker.exe,C:\Windows\System32,RuntimeBroker.exe,4730,ef04d8488b192d3ca6289abdf56561ba703f84c666a0a387515a6ec333572e16,f621a4459c130a2cce04c1493fb4f438430416c1,df09c93918a3ddae18ea8f6599fc9db6,732349,explorer.exe,C:\Windows,C:\Windows\explorer.exe,9320,bsato,7d0bcac2369fa79238828d8bf2a6f3d41e5ce5b4e6b0baf737a2e06944caf520,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:03:30Z,2026-04-29T05:03:30Z,WS-IT-02,dev-ws-it-02,rmorales,CORP,explorer.exe,C:\Windows\System32,explorer.exe,2950,dc43218f532379a618b8991483b75c3674c6ac38b566d2b6dfc25393afbf6098,fcb3c4b553c42a7574a60103a9ba142abd7068a9,37d265008571638dc8838130119436ef,3273752,services.exe,C:\Windows,C:\Windows\services.exe,630,rmorales,284dc48b1bd047494ef7023c14bcc26765009ec4bcf830d10920030057c79cef,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:03:36Z,2026-04-29T05:03:36Z,SVR-DC-01,dev-svr-dc-01,rmorales,CORP,code.exe,C:\Program Files,code.exe,9856,51bb32a907ac3f66350a224afe03d6ebb9de57cdaebff0bfef6969d2c0c517ca,8e09270b920465bf314df541ca15a6c32170f1c7,faf398b74d202ea29fd75a026c25dbf2,1461072,chrome.exe,C:\Windows,C:\Windows\chrome.exe,8459,rmorales,d56173fa1d4b13646035259ddc66a8d0b415c8798b83ebbee95fefb8b84bc909,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:03:46Z,2026-04-29T05:03:46Z,LAP-SALES-03,dev-lap-sales-03,mwhite,CORP,RuntimeBroker.exe,C:\Windows\System32,RuntimeBroker.exe,5284,d89c7c6e207703e1c98934cdfaf4abfcc176434b5a1a41f602339839ccccd146,1bafb7d95c49218eb8388c24dea767e35b9960a9,49dd396b4e04ecd4961cd53de1478f7b,4402431,RuntimeBroker.exe,C:\Windows,C:\Windows\RuntimeBroker.exe,6315,mwhite,3ee5048f377a48d400febf60f25f2575649e635c4e2c63cb93e7c0e48e6ee9cd,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:03:59Z,2026-04-29T05:03:59Z,LAP-SALES-03,dev-lap-sales-03,kpatel,CORP,msedge.exe,C:\Program Files,msedge.exe,8975,ca29dca9b695e60966567d7eb14c40ccb52c9607e4b753d7f8d9a86f33eb8d5a,ada944ff6d732f974cdc2222f38584e1f0d7942a,8d3c03c3a77bf888a7a1b971e63221d0,3118031,explorer.exe,C:\Windows,C:\Windows\explorer.exe,1974,kpatel,35e52b65b0c31674c2a1ff52d9fa09971c53954ea6e74b5dad4a6844fc78cb41,Unsigned,Microsoft,High,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:04:11Z,2026-04-29T05:04:11Z,SVR-WEB-01,dev-svr-web-01,rmorales,CORP,chrome.exe,C:\Program Files,chrome.exe,7408,7db680ed242025e19813ddc2e1d0fa0b52cca1b30f539b1c847cf1ea19763ed8,46a08268dd2d7883018b24b442b094f21df21136,dfe2e02904626250a6c565f8e0ca862f,4254586,explorer.exe,C:\Windows,C:\Windows\explorer.exe,1325,rmorales,d259530104edbe7f7a4df7064e470a275452b118545a914d29e7a0252e56e815,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:04:15Z,2026-04-29T05:04:15Z,WS-DEV-02,dev-ws-dev-02,sthompson,CORP,Teams.exe,C:\Program Files,Teams.exe,3235,69c8a25c3a756bbc41f0cba9c30829d3d58de783d12c73a96a25a47ae2b62ca9,d3803ded9b2a8e2996276788edfcc11068f3a969,c5be1c1001dba335bf25e207a240feef,4978149,svchost.exe,C:\Windows,C:\Windows\svchost.exe,5808,sthompson,a0c961beca4562498b70aa544f81113db0939190af6625b1b5538fe0a75799da,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:04:30Z,2026-04-29T05:04:30Z,WS-IT-01,dev-ws-it-01,sthompson,CORP,code.exe,C:\Program Files,code.exe,1517,7265b4f1f466bb05c2981b1702becb5894e1193bb662222e70c308fb0f588053,eec6df42fdda5f4d0d7be28142014a3b12436b08,ca42a561a78b894c6b2ae2e4a292a074,3888758,svchost.exe,C:\Windows,C:\Windows\svchost.exe,9806,sthompson,e4d56fcf7d1727d8da859abf88b469f3e9b0e142eeb02201423dc6548ece388d,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:04:50Z,2026-04-29T05:04:50Z,LAP-EXEC-01,dev-lap-exec-01,dkim,CORP,code.exe,C:\Program Files,code.exe,6780,b667aebc68af46278367f46e66e2596577865fb5d1659847b60655a6f704087d,158cdb1971aee05d266e80f1d16ee64598340790,47e4bb8f2229184156fc43a1c546c0da,4254304,svchost.exe,C:\Windows,C:\Windows\svchost.exe,3988,dkim,a12a6197bb3a3032e98cb0cd85612157cbe3fb0d3d8ed1142a2320aa4420a749,Valid,Microsoft,High,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:04:53Z,2026-04-29T05:04:53Z,SVR-WEB-01,dev-svr-web-01,tnguyen,CORP,cmd.exe,C:\Windows\System32,cmd.exe,2918,39a9e8ef642f8f15b03ea8f2b8e7139126ea77c265bc87ca5637e19ba7d596e3,a1d116d44185c2a4c42a0120d3ff96806817aa9e,8e3d94e7d9953339ec4d6dad87e40391,3460098,svchost.exe,C:\Windows,C:\Windows\svchost.exe,2187,tnguyen,21e5795720c3c3488d6b8a45415a7af8a012b85a8eba05baf8acafb7c8153b07,Microsoft,Microsoft,Low,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:04:56Z,2026-04-29T05:04:56Z,WS-FINANCE-01,dev-ws-finance-01,mwhite,CORP,Teams.exe,C:\Program Files,Teams.exe,8525,07c39fa4e6baf03db59527f6de3acde8caa4ec27232f8017c6d78da8755ab081,73e45ffe212e40edcbd5f7fff1c967c2b1751d1d,7e46ac3768ef23103f44258b5f2399bf,3201104,RuntimeBroker.exe,C:\Windows,C:\Windows\RuntimeBroker.exe,491,mwhite,d13843e52d9c0807129da1580a90edde515fdab06d3b29fa21796c6bba799d74,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:05:14Z,2026-04-29T05:05:14Z,WS-FINANCE-01,dev-ws-finance-01,lwoods,CORP,Teams.exe,C:\Program Files,Teams.exe,6736,6787dea67bedc6488ba4222785fb72082702e58d130db0bec2e37c7450e7fff5,a6a451a32d2e24c8a1e53d060cdd70e24a34568a,8b0a981045dd091c54494cb1f0970733,2831943,chrome.exe,C:\Windows,C:\Windows\chrome.exe,3048,lwoods,c8d5d7ac81302a96e02e5bfeb8e90d2a4bd8f06de84aeeefe9821af19e9580ba,Microsoft,Microsoft,Low,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:05:45Z,2026-04-29T05:05:45Z,LAP-EXEC-01,dev-lap-exec-01,agarcia,CORP,OneDrive.exe,C:\Program Files,OneDrive.exe,5392,e940c74fd9fb6509abcf0615dc9c6381e198ca295fcb8555df0a11787f2fd89a,1ed4b8d0829096c873e72d0ca00c73bd629980a5,101e76f1398a9274e0aa71856ca6c206,3054741,svchost.exe,C:\Windows,C:\Windows\svchost.exe,5732,agarcia,51b1531e9eb133a5b76fd07c7ac8409100c68db7988aa586b778fab49f9a68a8,Valid,Microsoft,Low,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:05:53Z,2026-04-29T05:05:53Z,SVR-DC-01,dev-svr-dc-01,agarcia,CORP,chrome.exe,C:\Program Files,chrome.exe,8208,ecf648d1215dd801648c93000ef5045f7a8c046bcd781bcf37aee83abf56970d,c563f411ecfbc8e41f29961e6e00e025c9bb590f,680187e3004a573547c1313da9f3c3f8,4783687,explorer.exe,C:\Windows,C:\Windows\explorer.exe,1757,agarcia,306f5ffdfdb804567edeb4526f8b7d1ca243f41c2615229ad6c1a17eb4967462,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:05:56Z,2026-04-29T05:05:56Z,WS-OPS-01,dev-ws-ops-01,olopez,CORP,explorer.exe,C:\Windows\System32,explorer.exe,4903,2c0c43f046dd01019b67bba5d0e925aabf94942ab3409651be339ab72be456de,b3118b748bc769c6bdd42701311e6e5456564380,6eade408f78789c320e698e967104528,1560785,OUTLOOK.EXE,C:\Windows,C:\Windows\OUTLOOK.EXE,8526,olopez,d3d32e09ff6ecc9143426d00763049502bb86fef509e38b5721e32703cbcb056,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:06:09Z,2026-04-29T05:06:09Z,WS-MKT-01,dev-ws-mkt-01,rmorales,CORP,OneDrive.exe,C:\Program Files,OneDrive.exe,7467,455c541cebd9177df3b593134b24eca467c8d52c10d0e73e28bd5a1131791ce2,182aaefa1e39615d83160cfb5b4cd8a51bf54844,91b678a2ba1da814975ea2c93e7b108f,4847974,explorer.exe,C:\Windows,C:\Windows\explorer.exe,8469,rmorales,df084c01136ca9abcd35a642280f1b12eda13028e819264d164bca36ae6cc1f5,Microsoft,Microsoft,Low,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:06:12Z,2026-04-29T05:06:12Z,WS-DEV-02,dev-ws-dev-02,mwhite,CORP,cmd.exe,C:\Windows\System32,cmd.exe,5252,bba714bfb43eb66549465a6cc8b7e86e8e802311fea7924fcea3a1214da99413,d45cd5318276fe3a3cbfd336c6b4888ad7a4d816,b9b8ab26a05c91590e06af8f9d984fdb,3362261,RuntimeBroker.exe,C:\Windows,C:\Windows\RuntimeBroker.exe,3146,mwhite,448bc144983b1b103e7abb1bed192b2924d0152f255fcdbd63be30983dcffa2d,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:06:13Z,2026-04-29T05:06:13Z,SVR-WEB-01,dev-svr-web-01,agarcia,CORP,code.exe,C:\Program Files,code.exe,9361,eb88561e1143e0452b4d492f737924fe54d2a7321ebea74d1471a3a59802e7cd,15e921aa71b6d350f97ecd41a89170491ec59ab0,9d98847530340e030cfa7837d14f7f74,4600155,RuntimeBroker.exe,C:\Windows,C:\Windows\RuntimeBroker.exe,4479,agarcia,4f4c9603d6c093d84ca190a2a6f8e49f5891f42993acad701eaa9dd441136859,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:06:17Z,2026-04-29T05:06:17Z,WS-OPS-02,dev-ws-ops-02,ehernandez,CORP,svchost.exe,C:\Windows\System32,svchost.exe,6161,091755d8def60ae57b5ce3f30e1fc2654490858e7934614fe8355fad9e774ebb,892b0dd13654fbce9204f1059c69e098e7cdf9f1,b12ea6de28e2e6c78d136332dd68ffe0,955328,explorer.exe,C:\Windows,C:\Windows\explorer.exe,9236,ehernandez,9de2a3f8752797a5427ba7d01df5e29dffde862d4dcdf53fdabb87410e0d4aa4,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:06:30Z,2026-04-29T05:06:30Z,WS-OPS-01,dev-ws-ops-01,mwhite,CORP,Teams.exe,C:\Program Files,Teams.exe,7969,d097cb00b90737d48bbea5499371bda41edbff760d54326cdffdfd17bfe93e5e,fb65a25844ed0056db4bdc53c6ff1d317758c02b,a79ae46ba7c7aa03629326760c59bdac,2797108,services.exe,C:\Windows,C:\Windows\services.exe,5481,mwhite,062b57f35a1b7d62197e84f291fd0ccfe1990bd14f0c455728b15a0c70138138,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:07:01Z,2026-04-29T05:07:01Z,LAP-EXEC-01,dev-lap-exec-01,kpatel,CORP,SearchHost.exe,C:\Windows\System32,SearchHost.exe,2168,6c69932d4c7a70aa41c2f9982b7e28e35645e06942c717b737857a2d2d6db3ac,d351c5b3a3ecc26b0fbb09ca472199d0709e1abd,b4a3c5006bcb8fc46bc42aa15e4c88a6,1330338,svchost.exe,C:\Windows,C:\Windows\svchost.exe,8620,kpatel,fbe8de62aec1784575d7a1a9de047e067a005eeee00b536c83148d2e15aed2bb,Microsoft,Microsoft,High,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:07:05Z,2026-04-29T05:07:05Z,WS-OPS-02,dev-ws-ops-02,rmorales,CORP,svchost.exe,C:\Windows\System32,svchost.exe,9812,87f8a0e4a84c3ccda71f03f0b54df994438c948e2006967e180564f58fd5b150,e07f4f46f3cf3865e6b794d0424a6321b079e7a2,49538f2f88755d7a27b1b9fc0a421d66,3786197,RuntimeBroker.exe,C:\Windows,C:\Windows\RuntimeBroker.exe,5780,rmorales,3fea75041ecdcd9c67c87aa92eafeb108ca7c8f50670f2d7946ea3185479a166,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:07:16Z,2026-04-29T05:07:16Z,WS-OPS-01,dev-ws-ops-01,tnguyen,CORP,msedge.exe,C:\Program Files,msedge.exe,1169,d8670299f03594355a11715aff133de484864b16ba797bd196f51f8c3b711551,1fd5bc199a6d9b342fade828bb383f564577e86c,45c69b2783e1b839c49f995950843b5a,2920347,code.exe,C:\Windows,C:\Windows\code.exe,8206,tnguyen,99cce08bf003ac2eb9f63bf2192e4de48eeac0586e95815c250ba2ae9ab5ea72,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:07:22Z,2026-04-29T05:07:22Z,WS-DEV-02,dev-ws-dev-02,tnguyen,CORP,OneDrive.exe,C:\Program Files,OneDrive.exe,1880,a36f41a9f36cec2954012509c763c59ea358335ce0b17e85f267d6e52c2da6d9,982b7951f3229f2ee13af2034f570727317fbde5,c48a4cb3a4e922a78e674e170af77221,904835,services.exe,C:\Windows,C:\Windows\services.exe,8816,tnguyen,eaa5e841cc9850706c661d319ac4b71d644fc20d3224d85e07c5acc079b4b054,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:07:27Z,2026-04-29T05:07:27Z,WS-MKT-01,dev-ws-mkt-01,tnguyen,CORP,chrome.exe,C:\Program Files,chrome.exe,2891,3c93ebe314e34bc3a84837b23cda2653948818e586afdc18e8687e0c07f1d40a,faaf33229e0ddc46b5cafcba4b898c845ff2215b,64e8e3f4286876a3ffb7b89d6b7ed149,4950347,explorer.exe,C:\Windows,C:\Windows\explorer.exe,915,tnguyen,4be3c1c37f60cf4c336dfdb022b0704c862f4c2ab70976f790e13216fd1a5bc6,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:07:43Z,2026-04-29T05:07:43Z,WS-MKT-02,dev-ws-mkt-02,agarcia,CORP,Teams.exe,C:\Program Files,Teams.exe,5527,70b28c29b237623955b06a74faadde9a58607089d45714538f21141c872d24bd,991eb225c222502b575eb7907a80da7987e82775,dc4f1e68478bed21f071a171a9ae1a8d,4778040,svchost.exe,C:\Windows,C:\Windows\svchost.exe,9715,agarcia,0e39f83fc62caa4c8106bb5348476afbbfc3e61eda51feffa516d9349f464b81,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:07:43Z,2026-04-29T05:07:43Z,SVR-WEB-01,dev-svr-web-01,sthompson,CORP,chrome.exe,C:\Program Files,chrome.exe,8978,20181533684d189d2b8ae1ba113a8d4186e6b02e6cddfe69d8ef56f1476f28b9,424aa22199423da3badff5c17d13a3cd149c9cea,6c6c2dd7c247bb9e623c1e75c61f3eae,3733227,services.exe,C:\Windows,C:\Windows\services.exe,1532,sthompson,93f0fa0968f525ab56829750fcbd3e85b826f639b77f673b48836981ee02e258,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:07:49Z,2026-04-29T05:07:49Z,LAP-SALES-03,dev-lap-sales-03,lwoods,CORP,svchost.exe,C:\Windows\System32,svchost.exe,7772,e2f6205a8809b64e1008061b91ffcc971c9172618489d9a1bb893bb813d006db,e87ed27f9f0bd8d06d314045000355017da51b48,39f3a0b96d933c6e32ec2493fe4fd7eb,2930026,services.exe,C:\Windows,C:\Windows\services.exe,6684,lwoods,eb01af57c8cdea7b1fd85efc3ccbbeee98ebe27e7b817209816fe14fc4de39bd,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:07:50Z,2026-04-29T05:07:50Z,WS-MKT-01,dev-ws-mkt-01,dkim,CORP,msedge.exe,C:\Program Files,msedge.exe,8762,e8e1a6d41c2398f083fe958bd0a79fadc377f0a8efb20615ada1cd49f33ac6a2,15661708960996a7e5cc480ffd7cc0c8590b0b43,c286caf98cb69ee9466304c998405f62,311963,svchost.exe,C:\Windows,C:\Windows\svchost.exe,6005,dkim,f20935dd3046e7b77951286ed46f485960eb8a30530b439c4e8ddf77c1cefe9a,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:07:55Z,2026-04-29T05:07:55Z,WS-MKT-02,dev-ws-mkt-02,tnguyen,CORP,conhost.exe,C:\Windows\System32,conhost.exe,9199,d54ce7aaaa9a507c687f7d416a5193b45fb7838f1714633a2f951f7f13541917,e456503207e0cfa36be996358b64e3e86a51ed42,b659163182d5a7d81fdaaf4c95a1a849,2458241,OUTLOOK.EXE,C:\Windows,C:\Windows\OUTLOOK.EXE,7655,tnguyen,e3194184bc58eecd0efa8c280cc17fd4de8a77bc1538606b4c86ad41089747db,Microsoft,Microsoft,System,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:07:59Z,2026-04-29T05:07:59Z,LAP-EXEC-01,dev-lap-exec-01,kpatel,CORP,svchost.exe,C:\Windows\System32,svchost.exe,4313,93383992f51ca7790a79fd37a779446526e2751876923a2478b5e86cfbeb1fdb,eca4842a9f283140431c916af23b65679e370eb3,50cf6d8d7e6ed01d504606438bf4ed05,2645899,explorer.exe,C:\Windows,C:\Windows\explorer.exe,9035,kpatel,694732a648e898d51fa42fc86ad3fae05f978ec1ca1b401778b0a3b7db09467a,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:08:34Z,2026-04-29T05:08:34Z,WS-MKT-02,dev-ws-mkt-02,dkim,CORP,chrome.exe,C:\Program Files,chrome.exe,8317,33888d04596c6ed6242add3d53707e881b8c1a29c7bfda0bc7f5daf60b3560c7,0eab614718e523fa2b4fe2b7b2c67d3ca3ff055b,3844ba3db82abd8e32f35d0342ae40ad,1924758,services.exe,C:\Windows,C:\Windows\services.exe,5626,dkim,b6e6b1efbeb80db0cd615680f9f58ae543110c7e56218b2d234d7435ed621860,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:08:54Z,2026-04-29T05:08:54Z,WS-FINANCE-01,dev-ws-finance-01,rmorales,CORP,msedge.exe,C:\Program Files,msedge.exe,1104,f67cf3683723561d00c2355ccf2027528356f731852af51af84de7d90bf0155c,1fb10ae8caad3ad7e71a38306b548202f69f9f95,9c04cf66e7194b99cab54af9a8dc1dde,4532392,RuntimeBroker.exe,C:\Windows,C:\Windows\RuntimeBroker.exe,7773,rmorales,078f365f5016d4df3e440fc6941950a3b7a21d74054f84a9f1aeaab0a25e5b94,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:09:15Z,2026-04-29T05:09:15Z,SVR-WEB-01,dev-svr-web-01,dkim,CORP,svchost.exe,C:\Windows\System32,svchost.exe,9054,5703bbdd598a46b90ca7f88e4bf9b94e43479605d4f5c15ea49903fde1ffb32c,595014fab49a932351e6fbe0478870992203b4c5,5fdba44afbaa5bd9a5c9c62bbf763e81,1501433,svchost.exe,C:\Windows,C:\Windows\svchost.exe,5908,dkim,0fd35f3d9c6e465685729ec2fbce70285badc7fd6ed64ca10d6291022a3a2569,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:09:54Z,2026-04-29T05:09:54Z,WS-IT-02,dev-ws-it-02,ehernandez,CORP,code.exe,C:\Program Files,code.exe,6297,16aca16d20bd9a0f3b8a234a073d7315745bf550cc0a67ce8e5d2e7d2fc2d86f,e665440e68d52a38b549e429c79f822461b01794,d66a01a8b3784d0a3d8da05459f1e374,3489412,svchost.exe,C:\Windows,C:\Windows\svchost.exe,243,ehernandez,b8d78bd145aa0811d4ec9d02572998c3d328cc4df8c09b86fc625e6e7b20938b,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:10:04Z,2026-04-29T05:10:04Z,WS-IT-02,dev-ws-it-02,sthompson,CORP,SearchHost.exe,C:\Windows\System32,SearchHost.exe,3936,1f0c00f8aeb9d29dfd301944c0072ec06752515d7271daa9e9df2837bc0ff85c,2b25d78d758e226267990dde3d6805efdbf274c7,0f7df5495e98ebb4d42f0fd1781733a1,3422574,RuntimeBroker.exe,C:\Windows,C:\Windows\RuntimeBroker.exe,1111,sthompson,8050ed9d21c501fa432c6126573d6238dd3afd5453cb527078e7eda7efa7ab70,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:10:10Z,2026-04-29T05:10:10Z,WS-OPS-02,dev-ws-ops-02,mwhite,CORP,Teams.exe,C:\Program Files,Teams.exe,7249,7dd734703f36d3c9f2bcf3eaabbd1a422d7a06627e67659d198029b3e3c789f9,b040b188b941c6342ec8230824bdae9efdc5191f,0f484978f85ad7770bd76bedf62f9e39,4083852,explorer.exe,C:\Windows,C:\Windows\explorer.exe,7820,mwhite,72e748d3e19f076456ba95079e77e14cc0049875a3cc3f5a848de23126d6154d,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:10:30Z,2026-04-29T05:10:30Z,WS-HR-03,dev-ws-hr-03,bryce,CORP,powershell.exe,C:\Windows\System32,powershell.exe,3109,dddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd,000000000000000000000000730ea284d8ff6251,00000000000000007a74acd822b59a02,4519600,explorer.exe,C:\Windows,C:\Windows\explorer.exe,5506,bryce,0000000000000000000000000000000000000000000000000acb7d2b05652e37,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:10:53Z,2026-04-29T05:10:53Z,WS-OPS-02,dev-ws-ops-02,ehernandez,CORP,msedge.exe,C:\Program Files,msedge.exe,7640,cf505834a8cf987dade22b044eff6c6269ce82d8e23d46b55f829f91e1b694de,2a80b957f53073fe3a973397fb0677fa45b9db9c,9123c99a1c3fa6ae110f8f0868b27608,190627,code.exe,C:\Windows,C:\Windows\code.exe,8027,ehernandez,d215a6254a3ffeac8caa4a0ac3d62bbbed88db69d3a5569d8ad4d68326878c28,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:11:11Z,2026-04-29T05:11:11Z,LAP-EXEC-01,dev-lap-exec-01,sthompson,CORP,chrome.exe,C:\Program Files,chrome.exe,9753,d60c0fa56a0d7e7d845562f01026c5676b0dc973712c8eaa7a8dfc9a70b0d380,397cda0ed1e4028257f2c979266cd763929e6ecd,9a0ed4a578a546391ea73405bbbd99c7,3585082,explorer.exe,C:\Windows,C:\Windows\explorer.exe,1244,sthompson,8299bec054c0e3efd844959a229cbdc3a2d1072cb2fb8ac7f9c426829e794f57,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:11:23Z,2026-04-29T05:11:23Z,WS-IT-01,dev-ws-it-01,agarcia,CORP,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,9504,658866d2851d11813aa71097cd73f3011a6ead1cbce33236f731b5d5c1c8e924,5fb7aa658eb41539a0480f6cc01908d2aae37bb5,1d8d9946d3ee5a459faa8d4f09977f2e,1630068,services.exe,C:\Windows,C:\Windows\services.exe,9479,agarcia,626923cbbdafc058a711c398c0fced0f8631ffc6dc1751c91f5ad3239ed230ce,Microsoft,Microsoft,High,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:11:27Z,2026-04-29T05:11:27Z,WS-OPS-01,dev-ws-ops-01,tnguyen,CORP,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,6019,bba4f213b36af862530812a3d02a9a6bd69f2f207a1fc5d55912cb78176ff7a0,cac8e7f61f060a682d4f93e2e1db83000121847e,9a1da0860ec22a79ba9d94dee06f85fd,1843896,svchost.exe,C:\Windows,C:\Windows\svchost.exe,3925,tnguyen,5e117e97ba6ed5a85eba45d3eaa8dafecc487a3b319370204ff02b101e2c30a0,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T05:11:31Z,2026-04-29T05:11:31Z,WS-MKT-02,dev-ws-mkt-02,sthompson,CORP,chrome.exe,C:\Program Files,chrome.exe,1825,bbf63c9be793dbec1b4787673788fe1f3e4525d372459cc4cb05da83583b31bf,5a0f799bd00531e6b4c4db1950fa22f574ffccd2,148c92049c0f572997979f9a1aee1fae,2086972,explorer.exe,C:\Windows,C:\Windows\explorer.exe,6031,sthompson,2935f2fb051f0f25542682bdbf312a129b4863777ee391afcc95b00fd590ed85,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
