TimeGenerated,Timestamp,DeviceName,ActionType,FileName,FolderPath,SHA256,SHA1,MD5,FileSize,InitiatingProcessFileName,InitiatingProcessAccountName,InitiatingProcessCommandLine,Type
2026-04-29T05:34:58Z,2026-04-29T05:34:58Z,LAP-EXEC-01,FileCreated,file_5478.tmp,C:\Users\phopkins\AppData\Local\Temp,495688f65c3ef3b6a02e1d36eca8252adacea2e4b4b1deec399fa02986bba02c,3f09df3de1975b75dd834f668de1eeae373173d5,7a91a1e96743a6f4223a7eb71a4113fc,805788,code.exe,phopkins,code.exe,DeviceFileEvents
2026-04-29T05:35:01Z,2026-04-29T05:35:01Z,WS-OPS-02,FileModified,file_2857.cache,C:\Users\agarcia\AppData\Local\Microsoft\Windows\INetCache,6dc43c035de48e0daa93160d2f85cab453b264d4ef02370ad2424bc59421d442,a4eedbb556ad05ac930d75a7d20018996dc1dca7,6ff9fb91d925daad75e28d93f38400ad,917996,OUTLOOK.EXE,agarcia,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T05:35:08Z,2026-04-29T05:35:08Z,LAP-EXEC-01,FileModified,file_8974.docx,C:\Users\gnorris\Documents,2d1c1751897a8d3219d9bbd14282ab1d47023504df195ce8361c8491d5dbf2a9,8e45151731c56d0633d261ee5dda458212fe12e1,af30223ef2f022b13500abe9368cd5ca,4930319,OneDrive.exe,gnorris,OneDrive.exe,DeviceFileEvents
2026-04-29T05:35:13Z,2026-04-29T05:35:13Z,WS-MKT-02,FileCreated,file_7940.docx,C:\Users\ssmith\Documents,e64f3f2548c6c00af903771839d83d73889c599323f3d4032c20a0ed921bff33,3b3307f72c0153b567b450acac5f09902b79785a,40e58e5792a7a102a2b76968caf7cc26,4553506,explorer.exe,ssmith,explorer.exe,DeviceFileEvents
2026-04-29T05:35:35Z,2026-04-29T05:35:35Z,SVR-DC-01,FileCreated,file_7437.docx,C:\Users\sthompson\Documents,4568edd765077a271ad8f846be2a24d44722056d808c5bfa11913d7354d7f8b0,f08b5b8d1723ae84dd354675d03e97a956115ed5,ba43c6b3ece0c466c6ecc9102b5e1fa9,1303865,explorer.exe,sthompson,explorer.exe,DeviceFileEvents
2026-04-29T05:36:33Z,2026-04-29T05:36:33Z,WS-RECEPTION-01,FileModified,file_3423.pdf,C:\Users\rrivera\Downloads,d9eacee59baf47c6bf6feb38b087fe40d9caec98a450f55c973472d22fba87fd,ec16c7a64f931cbd27ab0f2b2f5319d89c7ac596,dd86df8cacf7c91c4292ad7327587fa6,4614743,OUTLOOK.EXE,rrivera,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T05:37:02Z,2026-04-29T05:37:02Z,WS-LEGAL-01,FileCreated,file_8798.tmp,C:\Users\ahaynes\AppData\Local\Temp,b9daf196652292d6208a3218e41cebbf0895c8d55266ceb8f640bc871182a33f,00a9cd75810b2880d2fc0a1305f33f12368d0d0a,e4c0ecb0e368ce63912e35c52707b211,3438180,explorer.exe,ahaynes,explorer.exe,DeviceFileEvents
2026-04-29T05:37:25Z,2026-04-29T05:37:25Z,WS-FIN-03,FileModified,file_1539.log,C:\Windows\Temp,e4e8e8c6f7fadad633bbb093125c5877ee128f63ffb3ca20600ae7675ced818d,17de93ad8f10d250e8d0f06f25350db937f8c74f,946cb6e70a592e21d6a2429beeb6d278,159462,explorer.exe,olopez,explorer.exe,DeviceFileEvents
2026-04-29T05:37:57Z,2026-04-29T05:37:57Z,WS-IT-01,FileModified,file_8303.json,C:\Users\rmorales\AppData\Roaming,9f915a4369529d7a9678fdc91a59b218fb51e952225f52ab8c4d74ee1510aba9,acc53c0da778939af30535e4afe9733d81940655,792f03958eefce58da77772dfe84b4b6,3536222,OneDrive.exe,rmorales,OneDrive.exe,DeviceFileEvents
2026-04-29T05:38:07Z,2026-04-29T05:38:07Z,WS-OPS-01,FileCreated,file_7711.tmp,C:\Users\mevans\AppData\Local\Temp,cd4177572e3d25b617302dab3e493a9a423f63084e355891abff08f16e3ebfb2,01186788f4ad3b6ef2430b96a8d700947c582de3,00d00479df5ebabc60dd09f3482e2f00,241897,OneDrive.exe,mevans,OneDrive.exe,DeviceFileEvents
2026-04-29T05:38:33Z,2026-04-29T05:38:33Z,WS-HR-03,FileCreated,file_3321.xlsx,C:\Users\fortega\Documents,3f37ffe03bcbd3f778183287ff86da811c2db15157d0e49224db45aa7ddcb7cf,e8e06c1daae11427165f97a8070e745f9d1d755c,a9e828e1dc74702b239239325a17bac2,3661982,OUTLOOK.EXE,fortega,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T05:38:57Z,2026-04-29T05:38:57Z,LAP-SALES-04,FileCreated,file_2052.log,C:\Windows\Temp,011c800849690184097a1a05dac38fef2620c8c251f7022d02b163f1b8d946a0,662b900c12c5e5e41d542779e400495803b5c29b,c3cc681fedb040e4e8acb986304e8067,3119069,chrome.exe,sthompson,chrome.exe,DeviceFileEvents
2026-04-29T05:39:17Z,2026-04-29T05:39:17Z,WS-HR-03,FileModified,file_9223.pdf,C:\Users\gnorris\Downloads,1f02e8983eb07b2827692db0b2d8ab3c07f46fadc29b555f5e6b4f0ef2dd0955,3f18d7ee99f28cc431fd1a8504e07318e5f3baeb,cda1fa1c331d13f34e76eef37ebbfb51,247752,OneDrive.exe,gnorris,OneDrive.exe,DeviceFileEvents
2026-04-29T05:39:44Z,2026-04-29T05:39:44Z,WS-IT-01,FileDeleted,file_3933.tmp,C:\Users\fortega\AppData\Local\Temp,5358032a36e53c8a23f586641bce5134180d71123c3190627834abb7b68233a6,3f4354f18f5b615130e974fe19ae52988e98bb2a,87d04179aa1d069933b6a75e727f1861,4412332,chrome.exe,fortega,chrome.exe,DeviceFileEvents
2026-04-29T05:41:18Z,2026-04-29T05:41:18Z,WS-SUPPORT-01,FileModified,file_8973.cache,C:\Users\dkim\AppData\Local\Microsoft\Windows\INetCache,99f591e5f9a872668fa44eb46ee3da7e574ee6af95102189da776383d20fa21e,1db56659246f8b42c1e2b5fa739890c026f50623,7a21e2491ae79f63027db22818ca83c1,2885187,svchost.exe,dkim,svchost.exe,DeviceFileEvents
2026-04-29T05:42:14Z,2026-04-29T05:42:14Z,SVR-DC-01,FileCreated,file_2207.zip,C:\Users\lwoods\Downloads,d7808aa050dd8317f1e152472219f18101e04c37aceb7270d695779d53c2b2ef,3ac30672db903557c49b4e75b6cd827cc0d21bbe,faf957eeb3daa3611dae9a27fb0f9d20,2300390,svchost.exe,lwoods,svchost.exe,DeviceFileEvents
2026-04-29T05:42:41Z,2026-04-29T05:42:41Z,WS-ENG-02,FileModified,file_7163.tmp,C:\Users\jharris\AppData\Local\Temp,a69c8fd5225177768343fd2e968a8faa418a01bfff219cc412c7cc598832d0a3,b8ca1da6e8959324902de66a84f9ff63f3e34c86,0396517b89304713084fe834f04cff23,2824903,chrome.exe,jharris,chrome.exe,DeviceFileEvents
2026-04-29T05:43:11Z,2026-04-29T05:43:11Z,WS-SUPPORT-01,FileRenamed,file_3196.docx,C:\Users\kdoyle\Documents,afb47605804283b8f9568ea2339c599b5a128f372dd22e47a87272a3659e0ac4,3a860b73f47d74c210770c07850ce03da1bf8004,190f46b8e1f9095f2f7a1295d9f1ce28,1150699,code.exe,kdoyle,code.exe,DeviceFileEvents
2026-04-29T05:43:36Z,2026-04-29T05:43:36Z,LAP-DEV-05,FileCreated,file_3037.tmp,C:\Users\mwhite\AppData\Local\Temp,97940ddf52ac256e3d8c2d30fed2e2de386562de3a8ce6d61c211e6ec9bd00d8,354c6a8c4ae033ba4d2a62be50b2531e252d554e,d5ced480c1aacec7a57566a70986e95b,1124610,explorer.exe,mwhite,explorer.exe,DeviceFileEvents
2026-04-29T05:44:17Z,2026-04-29T05:44:17Z,SVR-DC-01,FileModified,file_9553.log,C:\Windows\Temp,87bbe5bcc816b0e3252c6a6342d415a016a3c99537bced87742d84675c9089fd,d92e2b9aa75d15cc607121ea4cbb400100976d6c,35dbbb687258de0431cec04f8fe6e730,4223472,svchost.exe,agarcia,svchost.exe,DeviceFileEvents
2026-04-29T05:44:24Z,2026-04-29T05:44:24Z,WS-OPS-01,FileModified,file_7402.png,C:\Users\mwhite\Pictures,708164b3081c9c03c6191b94896a91713ccbc2c004a6420cfdc536f5b1207460,32763663e38ae2f3d2c5482f3880c2d03657f7d3,3c7491d85f614939548a1691a205e8a7,1413666,OneDrive.exe,mwhite,OneDrive.exe,DeviceFileEvents
2026-04-29T05:44:50Z,2026-04-29T05:44:50Z,LAP-SALES-03,FileDeleted,file_2487.png,C:\Users\mevans\Pictures,97d020f84aa51719f1349824628ac6d12695971b6699824361cf56810900a6d6,a1ec023be8fda2d852a39c717da6acb94fe13c29,fae255336591989b77a230dae7aedaff,2529473,chrome.exe,mevans,chrome.exe,DeviceFileEvents
2026-04-29T05:45:04Z,2026-04-29T05:45:04Z,WS-LEGAL-01,FileCreated,file_9390.json,C:\Users\ehernandez\AppData\Roaming,051cee902b213a1b270c83e60574ce1b862a09435c57e17f7de6fba94f89861a,573c4373513121b23a77f3d3a4c7c13cd6274814,72167d013d3cc31cd8873fc56f8ee922,4286278,explorer.exe,ehernandez,explorer.exe,DeviceFileEvents
2026-04-29T05:45:09Z,2026-04-29T05:45:09Z,WS-IT-01,FileCreated,file_2777.pdf,C:\Users\rrivera\Downloads,ae600db7bcd16b737c55f2aa65b8941924ad13f63c85d486a36c89e02a204648,64cc9d4ba4067826a292dd61bcd3f3c5c36c6edc,56ffe3b4407309332fb4bf611ec6744c,1981986,svchost.exe,rrivera,svchost.exe,DeviceFileEvents
2026-04-29T05:45:28Z,2026-04-29T05:45:28Z,WS-ENG-02,FileCreated,file_4575.pdf,C:\Users\bsato\Downloads,d90b1ea5b390cc758e70f36ac1f0b19bb2c3c1e5ce99ab864f5cfe02490805fd,40a65c0cb5df18351a257957fec6c4c589f46a35,ad436c26915c33a44d7afd4d1f82cbb5,550573,explorer.exe,bsato,explorer.exe,DeviceFileEvents
2026-04-29T05:45:56Z,2026-04-29T05:45:56Z,WS-OPS-01,FileDeleted,file_2299.xlsx,C:\Users\agarcia\Documents,ac7533cbdae2eb49dbf91aa52233390967a291d74a77800b201db757ae7f239a,3921ff94743e996c98333601c593efac64a03161,032a9bdb66de8d99bdd36e17aade6086,2608199,OUTLOOK.EXE,agarcia,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T05:45:59Z,2026-04-29T05:45:59Z,WS-FIN-03,FileModified,file_5220.docx,C:\Users\ssmith\Documents,242773a736e969e81a421ce6837716ab3ce5edbf151cf016bb00d6729066865e,a239c10a65f9b82f4955bb98de3bc761322a6d3a,fece785fc2b7fa7d01b4188e1d7b726f,4795076,svchost.exe,ssmith,svchost.exe,DeviceFileEvents
2026-04-29T05:46:09Z,2026-04-29T05:46:09Z,WS-ENG-02,FileModified,file_2280.png,C:\Users\bcarter\Pictures,3e30b477e9351b2156c6fc57ab017339c000ac8a5b7f5be3622515933709ac72,9003f737641c5ae1337ef23092f6a2f505b22226,62a02f8ea00039c23a4423d450731dc8,1460157,OneDrive.exe,bcarter,OneDrive.exe,DeviceFileEvents
2026-04-29T05:46:10Z,2026-04-29T05:46:10Z,WS-FINANCE-01,FileModified,file_4768.log,C:\Windows\Temp,148ce4cadedd090a3f783adba81a54c342fdc182afd60f4e72f6b4ade56eccfe,a24bf37d8c325f2f494f3e78ee4b099b61f8784e,c29c4690f0889d5d3cd726ad8dbf6e1b,2870478,svchost.exe,fortega,svchost.exe,DeviceFileEvents
2026-04-29T05:46:23Z,2026-04-29T05:46:23Z,WS-OPS-01,FileModified,file_9427.pdf,C:\Users\tnguyen\Downloads,8496e600a7986feecc223e838cbb72a6de3f7ed69c8cfe1e3a5f93aeb50dd89b,b8b2faac2eec9500f309d2cbb8077e6f5851fc0f,4f7c3e521f6a5ff621a8ff92fda01311,2910689,OUTLOOK.EXE,tnguyen,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T05:47:36Z,2026-04-29T05:47:36Z,LAP-DEV-06,FileDeleted,file_9777.png,C:\Users\mwhite\Pictures,f445c44b6a80136791d5fddf78e68275d873caa589ac86194e41d9621459fe3f,ae2a0140b6b35720815684a083c9858cfe50dd19,fdb3204d78844d86dcf9628ee4633703,4378641,code.exe,mwhite,code.exe,DeviceFileEvents
2026-04-29T05:47:42Z,2026-04-29T05:47:42Z,WS-ENG-01,FileCreated,file_8179.docx,C:\Users\ehernandez\Documents,1ba1c29a551b56d1717b920de327b3b344941f86b9afc8a11c2b4333084034d2,985a39d871044a51263f929ad8c02077e132d75d,d08640627f4de89216f9e32a5b6e3ebc,4798518,OUTLOOK.EXE,ehernandez,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T05:47:52Z,2026-04-29T05:47:52Z,WS-HR-03,FileRenamed,file_8391.zip,C:\Users\ehernandez\Downloads,d5e08455dbd3c066ad9ddd883582e33105fe5a50b9d24b10c64923e05c9788a3,5f0f6f90f288a84b819a3a3b05b2a8866dfb2d52,b96158d9bb7f7d251d8efa73cd1d2aeb,2359127,code.exe,ehernandez,code.exe,DeviceFileEvents
2026-04-29T05:47:58Z,2026-04-29T05:47:58Z,WS-IT-01,FileCreated,file_3733.docx,C:\Users\iyamamoto\Documents,a0cf760eef5a37512c3847af95afa8ee8f495bdf4856aa2065779b2538b86be7,6f47968eb4c9b1d9371e9914b406f2eac5602bae,48e4593d8127586ffddc4cd3ed7ff661,851382,explorer.exe,iyamamoto,explorer.exe,DeviceFileEvents
2026-04-29T05:48:43Z,2026-04-29T05:48:43Z,WS-ENG-02,FileDeleted,file_7852.docx,C:\Users\kdoyle\Documents,1fac0311a0c56c289900574181a64cdabe7fea25cb682ff414934ceb2550e333,41c84065d67f719c890ab01a7fd1930a46310dfc,4b1eaca99da026fc63e81405ffbf7644,4565429,OneDrive.exe,kdoyle,OneDrive.exe,DeviceFileEvents
2026-04-29T05:49:39Z,2026-04-29T05:49:39Z,WS-IT-02,FileModified,file_5450.pdf,C:\Users\sthompson\Downloads,8a33fbed03644498c3d041d4accd93346cdacc54945a09b0512ec1db38f664e9,3809599af6f4ccea801ea586efdf5cecd96e8893,6927263591cc1344ecde39b074ab3699,668973,explorer.exe,sthompson,explorer.exe,DeviceFileEvents
2026-04-29T05:50:01Z,2026-04-29T05:50:01Z,SVR-DC-01,FileCreated,file_1334.zip,C:\Users\fortega\Downloads,f24e5db1f7285c24b3b3a9703439fae211f5b357ceffe6f1d914f5bb6a6506e1,5821b658397e6a723a066bae9b0cd4a3c0108b5d,68b3fd42f4489128622bae992a5a7a0e,3486242,explorer.exe,fortega,explorer.exe,DeviceFileEvents
2026-04-29T05:50:24Z,2026-04-29T05:50:24Z,WS-ENG-02,FileDeleted,file_4963.json,C:\Users\kpatel\AppData\Roaming,499bcaa0766839affb7bf9ead41fda6e3b2385c98fa671fb3eba806adbfeedc5,5bacc7d69bc5da020aa80cc773d76f2644b0bc53,582b725d67314fa865c5980da61eb8ce,4351007,chrome.exe,kpatel,chrome.exe,DeviceFileEvents
2026-04-29T05:50:35Z,2026-04-29T05:50:35Z,SVR-DC-01,FileModified,file_1524.log,C:\Windows\Temp,48c69c8a42023be2c79aeddfb5b08003db9fc9b0d76733c93b9418b5214f0185,a07d10e68fe8a4b58d17f26d8e11544777ce140f,78af3e202b8e794593599e9fcf1b53f5,4117932,code.exe,ssmith,code.exe,DeviceFileEvents
2026-04-29T05:50:50Z,2026-04-29T05:50:50Z,SVR-WEB-01,FileModified,file_1303.zip,C:\Users\mwhite\Downloads,ad50d0a958dffef5c3d3e58454a8fa23e2e3eb2dc838f89011b66ed1446d5ef3,56919cbc67f640d9b35957f5f5bb5add00407836,0cfa2939ce04162b81e21eec0463fda6,3517558,code.exe,mwhite,code.exe,DeviceFileEvents
2026-04-29T05:52:11Z,2026-04-29T05:52:11Z,LAP-EXEC-01,FileCreated,file_7974.log,C:\Windows\Temp,faa0895f27e1b44d193e95c2991cd863585b88cbb4821ff73f16a91e3126e15d,a1506a91332af88f66f95919e6f7b9e87c828cd9,67b7751f912fd323165562e857b5d485,3108241,OUTLOOK.EXE,mevans,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T05:52:15Z,2026-04-29T05:52:15Z,WS-MKT-01,FileRenamed,file_1822.docx,C:\Users\ehernandez\Documents,c1891fb020c171d0b3d00e7c23bd412b57da7af08adac69ab36fee8c7b2a3ac6,655a21508e7bf8dfe2f1d88b056b4789382e81ed,69596144186f7e86695a95fbc3fba380,3653825,chrome.exe,ehernandez,chrome.exe,DeviceFileEvents
2026-04-29T05:52:41Z,2026-04-29T05:52:41Z,WS-SUPPORT-01,FileCreated,file_8448.xlsx,C:\Users\vchen\Documents,85bcf86eef693c255ae34b6ef130ef71c11ccf4d5130d9f7829f588dccab0d3f,994b74744b840827fccf19a113eb5891d2d0ae8e,35c69aeae01a27e0bf00555d6c89d4c2,3837578,chrome.exe,vchen,chrome.exe,DeviceFileEvents
2026-04-29T05:52:48Z,2026-04-29T05:52:48Z,WS-FIN-02,FileCreated,file_5244.log,C:\Windows\Temp,f3e9ce57ef28bec53cd5ea7c5fb5dc56d929365e654db11d9f67671617f71ed7,3a9501acfbd5c308f500d077fc870418bb870b72,049ae02d60241595ab0bf493f5b4bfc4,786232,chrome.exe,bsato,chrome.exe,DeviceFileEvents
2026-04-29T05:52:57Z,2026-04-29T05:52:57Z,WS-RECEPTION-01,FileModified,file_2539.cache,C:\Users\mevans\AppData\Local\Microsoft\Windows\INetCache,84de063ab2547f410edd8ed6364b724ce3cd951150199a4a0f4e68d1443d5998,0e9f7772778c29a419e4824317e0dbaf49cb34de,3b698af573238da2a3c98bbfff5fb07b,4529823,explorer.exe,mevans,explorer.exe,DeviceFileEvents
2026-04-29T05:53:23Z,2026-04-29T05:53:23Z,LAP-SALES-04,FileModified,file_3820.tmp,C:\Users\ssmith\AppData\Local\Temp,1cfdc6edf8f6836ff88173ad7f54f258cef2ec6ff6f62b9f5d0ca1c2acad14bd,3376d7e7c626b938a3128ed2a750d1586efcd848,dbd0cf0e0cce0557305b65314564418d,970117,OneDrive.exe,ssmith,OneDrive.exe,DeviceFileEvents
2026-04-29T05:54:11Z,2026-04-29T05:54:11Z,WS-ENG-01,FileModified,file_1844.png,C:\Users\olopez\Pictures,6d7e8d29d94d783006075f4481ff13f9465f42c2d5525fcdf3b0c77b654103d7,96d262c902b160f33225c54f996cd569989e52a8,3bfe0d3f358b629439707e6fb60b3ec6,2476179,explorer.exe,olopez,explorer.exe,DeviceFileEvents
2026-04-29T05:54:12Z,2026-04-29T05:54:12Z,WS-SUPPORT-01,FileModified,file_5366.pdf,C:\Users\ehernandez\Downloads,a4c8822b90e38c962af28ee0614743dee7401e86f156b1f2e520cf9501d5ff9d,44c3e4805f663b0a2b7b6a35d346d25cbf5a834e,78ccfb45a4c77752ca81b1621495745f,4627447,code.exe,ehernandez,code.exe,DeviceFileEvents
2026-04-29T05:55:14Z,2026-04-29T05:55:14Z,LAP-DEV-05,FileCreated,file_7679.xlsx,C:\Users\iyamamoto\Documents,ecc6cd9225a34f705631fd68656a3874f1c7862e64f8ef60c20fd51e664ff730,b311f0afebddd8b4a525b9d54c77f1f6aabd9657,3861c78e044bc2c49c6edd1482bf4ce9,1046728,code.exe,iyamamoto,code.exe,DeviceFileEvents
2026-04-29T05:56:39Z,2026-04-29T05:56:39Z,SVR-DC-01,FileCreated,file_1810.docx,C:\Users\kdoyle\Documents,5e5d8d0dd0462dd770ebb3bfc6384188a101fdb3764755d6bb3655079437c94a,b7cf36414547028ab000bd19b858aeae27d7e4fd,12c1b1a6b012d1971e526acfa69963ba,171625,explorer.exe,kdoyle,explorer.exe,DeviceFileEvents
2026-04-29T05:56:41Z,2026-04-29T05:56:41Z,WS-LEGAL-01,FileCreated,file_4783.json,C:\Users\agarcia\AppData\Roaming,f786f04ddd17ccd8c4412e21e57cfba81f95dc23726747e187ccd72753f17d60,bf185f21232152b7a78463ebdf707510fe68be8c,7d415a27d9f1504719ba4d117199f047,4627898,code.exe,agarcia,code.exe,DeviceFileEvents
2026-04-29T05:56:43Z,2026-04-29T05:56:43Z,WS-RECEPTION-01,FileCreated,file_8755.log,C:\Windows\Temp,d045c044d8ccbe8f0050ffaf13fc8398be8ef65b634bf5b042ae4f5bbb493aa8,c90196a4145d75ddf8fa396dc9140402e00f1562,483297ffe5a814adcb0877c9932f028e,2819310,explorer.exe,gnorris,explorer.exe,DeviceFileEvents
2026-04-29T05:56:48Z,2026-04-29T05:56:48Z,WS-OPS-02,FileCreated,file_4127.docx,C:\Users\vchen\Documents,f6a73cad266c3940f6971c1f95799f9036c7b4e78276ffbc9ef357f8aa5a5a6d,e6d346a2e2ec3616ee1779ad5c2b4d77d3d82c02,0e71eebed25a0a7c5816d81c3a25cdbb,581435,OUTLOOK.EXE,vchen,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T05:56:49Z,2026-04-29T05:56:49Z,LAP-DEV-06,FileModified,file_2176.log,C:\Windows\Temp,d31e0dd2f8470827056af8eca84c9f7b675228f4ce96dfe1ac939bea48857d79,8d28fc31588ed4e565906a35a277ce063cb2f82d,5c1f97bc7eba31d44ecf57cc452c2bfc,3228559,code.exe,tnguyen,code.exe,DeviceFileEvents
2026-04-29T05:57:41Z,2026-04-29T05:57:41Z,WS-FIN-03,FileDeleted,file_8822.png,C:\Users\bcarter\Pictures,ac2502c29dac4a05c2a7d9125f7fc92ec9246f6ce74a16aa7d34f4b03d317228,165f9d702b322459ac5b980df8d6850a9587d619,85bdf14d743129d3e6f5593245473aa0,4069939,chrome.exe,bcarter,chrome.exe,DeviceFileEvents
2026-04-29T05:57:51Z,2026-04-29T05:57:51Z,WS-IT-01,FileDeleted,file_7525.docx,C:\Users\olopez\Documents,628e1222c33d2eaa441594eb231aba369d247e75ae2c9c6e2ffa253269f7f374,03df131e2a4a6eb2800bb032a0404045a2790b2b,e25e85cbd670b5ecd4e96495be5344e7,2889054,chrome.exe,olopez,chrome.exe,DeviceFileEvents
2026-04-29T05:58:51Z,2026-04-29T05:58:51Z,LAP-DEV-05,FileCreated,file_2921.pdf,C:\Users\ahaynes\Downloads,32b661e9f0e5c4a7a3cd15678c16c1b8b5cddd5be3460896daae407898a082bf,c35feb8e7971fdef70094465168ac69875319885,00f64f2f262dc27cba88191ff8fd7fa5,3019628,OneDrive.exe,ahaynes,OneDrive.exe,DeviceFileEvents
2026-04-29T06:00:30Z,2026-04-29T06:00:30Z,WS-HR-03,FileDeleted,file_2773.docx,C:\Users\bcarter\Documents,339e633f976a2ac181320dccc2861f2640175dbaddeed0545f942b5ab0736a2c,c9f958d30f6ae58cd4380f930aa01fb2f8b4b13a,50f3dd6c5102e6dd57367ec1482b830b,4948346,chrome.exe,bcarter,chrome.exe,DeviceFileEvents
2026-04-29T06:02:24Z,2026-04-29T06:02:24Z,WS-ENG-01,FileRenamed,file_9565.tmp,C:\Users\agarcia\AppData\Local\Temp,c895ffaa2c83e3be452fee3af8e5056b78a8c34975178c163e8ba856a9b8704f,4849eea59e5b50dc8988c358e78b7194f56fff76,4a2d490191387743fab091818f32d9d1,789271,code.exe,agarcia,code.exe,DeviceFileEvents
2026-04-29T06:02:49Z,2026-04-29T06:02:49Z,WS-IT-02,FileCreated,file_4113.docx,C:\Users\bcarter\Documents,e6f0b6fdc922ce37b329a0fa21e8175874c720a46aa517069c753b2f8ad08198,0a227bfb06038400e393c5286d6f08fbfd279d02,74fd59e9c6b1ca92f2884e161e9f85f6,4361932,OUTLOOK.EXE,bcarter,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T06:02:50Z,2026-04-29T06:02:50Z,WS-FINANCE-01,FileModified,file_1928.xlsx,C:\Users\iyamamoto\Documents,fd23b41909a49fff898ae0941c0ef27ddecb564faa666ad53b684e0baa591cc9,89ec9c64206999e08f141194774b91086b9c4b31,9f4c52491dfb4040073a6893a2b3f015,774767,svchost.exe,iyamamoto,svchost.exe,DeviceFileEvents
2026-04-29T06:03:23Z,2026-04-29T06:03:23Z,WS-IT-01,FileDeleted,file_6594.tmp,C:\Users\kpatel\AppData\Local\Temp,b356ccbf6fc8cf3e2fc02902dc83dcb699cd7bbde4fe943b2d323c2dfd4b7d2b,9b474ec7776311b2e2fa0b317814665bbebceec1,00ebcd9c82ffa87bc1b27266a4e132b9,4869459,OneDrive.exe,kpatel,OneDrive.exe,DeviceFileEvents
2026-04-29T06:04:19Z,2026-04-29T06:04:19Z,WS-MKT-01,FileModified,file_7170.log,C:\Windows\Temp,864fc78d3b453693566bd964a6926a9043b1cd4ca40f5fb2a061958ab74bfa89,11f2a7111b4d7335fc0b2ff879f59a50929e4cb3,708e8b59e64e76cae4a7b8f152356f52,4377386,chrome.exe,phopkins,chrome.exe,DeviceFileEvents
2026-04-29T06:04:28Z,2026-04-29T06:04:28Z,WS-SUPPORT-01,FileCreated,file_5515.log,C:\Windows\Temp,a7b1220f6d05853c7a9fd94c44de6a47aa554fa88d199a6cae9b79ea1378488e,8121a0075df3c23e1ff60f79072d5191835d0b72,2842799f89658ea82311d9dc59da8aa1,4588240,code.exe,dkim,code.exe,DeviceFileEvents
2026-04-29T06:04:29Z,2026-04-29T06:04:29Z,SVR-DC-01,FileCreated,file_4148.pdf,C:\Users\rrivera\Downloads,270813336ed57295b648f02c7a3c25eedcc30b1eaad6b8382ed1190ea6da07a3,a0b44054971192dbc66b2252be5b50b96af52d01,5f8ffb276f2e0f3d9267542846b8f88a,397543,OneDrive.exe,rrivera,OneDrive.exe,DeviceFileEvents
2026-04-29T06:04:55Z,2026-04-29T06:04:55Z,WS-FINANCE-01,FileDeleted,file_7405.png,C:\Users\lwoods\Pictures,179304b2a819707b5b497b8bba1c565f9f2f51fb4b7abf2a66b33bcc3858932c,737eb39641b3144fb27d979205f280d049f399d4,ff67fec1304cd2606f4836c3b7bf59b4,3906355,chrome.exe,lwoods,chrome.exe,DeviceFileEvents
2026-04-29T06:05:05Z,2026-04-29T06:05:05Z,WS-SUPPORT-01,FileModified,file_9489.docx,C:\Users\olopez\Documents,8d40aa83eaf34b430163b85d4d1774bae450ca9865f112accf7978968c97f09c,5db6789992b7c9d45b3460266a766e3f6fe46549,af91b7b9bf9595ac71c0b2ffa61d40d5,2779512,explorer.exe,olopez,explorer.exe,DeviceFileEvents
2026-04-29T06:05:49Z,2026-04-29T06:05:49Z,WS-HR-03,FileModified,file_8461.docx,C:\Users\ahaynes\Documents,3c838f36167004bf5507787912d38a620ba9ebad5f1d8277c79aa49527ea2df4,cd75529ae14fdd9578d0dd00e11bd572064b2a67,ad75cd8ff97f6fa0604e171a15a2dd84,4537965,code.exe,ahaynes,code.exe,DeviceFileEvents
2026-04-29T06:06:52Z,2026-04-29T06:06:52Z,WS-MKT-01,FileModified,file_4032.zip,C:\Users\lwoods\Downloads,29fd25f691b81188d7cd0f8013938839949dd657626f6bd723d07cca4435290f,02620a8a86ec9684de725b650d047b37b77a54d9,71dd8d9f9da5d9ab83301cc7281ce953,536253,code.exe,lwoods,code.exe,DeviceFileEvents
2026-04-29T06:07:04Z,2026-04-29T06:07:04Z,WS-OPS-01,FileDeleted,file_7496.tmp,C:\Users\ahaynes\AppData\Local\Temp,cdd5ac7e11596845d107ee140076db4c82bfdee0f385dd52b7d626b877343763,1316122baf637a4a76aa2c77af8a41641d1d461d,13e842c8470449d35b1c3adcc2586a9c,2982078,OUTLOOK.EXE,ahaynes,OUTLOOK.EXE,DeviceFileEvents
