TimeGenerated,EventTime,Computer,HostName,HostIP,Facility,SeverityLevel,ProcessName,ProcessID,SyslogMessage,CollectorHostName,Type
2026-04-29T01:40:40Z,2026-04-29T01:40:40Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,daemon,info,sshd-session,59297,pam_unix(sshd:session): session closed for user backup,syslog-collector-01,Syslog
2026-04-29T01:40:45Z,2026-04-29T01:40:45Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,auth,info,apt,50234,Finished apt-daily.service.,syslog-collector-01,Syslog
2026-04-29T01:40:58Z,2026-04-29T01:40:58Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,kern,info,systemd,36351,Reloading.,syslog-collector-01,Syslog
2026-04-29T01:41:52Z,2026-04-29T01:41:52Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,info,apt,65326,Finished apt-daily.service.,syslog-collector-01,Syslog
2026-04-29T01:41:59Z,2026-04-29T01:41:59Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,auth,warning,CRON,31129,(deploy) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-29T01:42:03Z,2026-04-29T01:42:03Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,info,kernel,44831,TCP: request_sock_TCP: Possible SYN flooding on port 80. Sending cookies.,syslog-collector-01,Syslog
2026-04-29T01:43:01Z,2026-04-29T01:43:01Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,daemon,info,CRON,25423,(postgres) CMD (/usr/lib/sysstat/sa1 1 1),syslog-collector-01,Syslog
2026-04-29T01:43:06Z,2026-04-29T01:43:06Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,daemon,info,sshd-session,27453,Accepted publickey for postgres from 10.101.248.214 port 52954 ssh2: RSA SHA256:56141a8b,syslog-collector-01,Syslog
2026-04-29T01:43:13Z,2026-04-29T01:43:13Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,auth,info,snapd,8275,Connection from 10.209.235.250 closed,syslog-collector-01,Syslog
2026-04-29T01:43:29Z,2026-04-29T01:43:29Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,user,notice,systemd,449,Started Session 7122 of user backup.,syslog-collector-01,Syslog
2026-04-29T01:44:03Z,2026-04-29T01:44:03Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,auth,info,sshd-session,2136,Accepted publickey for www-data from 172.21.240.165 port 22654 ssh2: RSA SHA256:fbd73488,syslog-collector-01,Syslog
2026-04-29T01:44:13Z,2026-04-29T01:44:13Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,daemon,err,systemd,35883,Stopped Session 9687 of user jenkins.,syslog-collector-01,Syslog
2026-04-29T01:44:18Z,2026-04-29T01:44:18Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,daemon,info,systemd-resolved,26033,Positive Trust Anchors:,syslog-collector-01,Syslog
2026-04-29T01:44:37Z,2026-04-29T01:44:37Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,notice,sshd-session,20164,Accepted publickey for deploy from 10.104.83.44 port 38625 ssh2: RSA SHA256:07036b95,syslog-collector-01,Syslog
2026-04-29T01:44:46Z,2026-04-29T01:44:46Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,cron,info,systemd,39801,Reloading.,syslog-collector-01,Syslog
2026-04-29T01:44:51Z,2026-04-29T01:44:51Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,notice,kernel,36292,TCP: request_sock_TCP: Possible SYN flooding on port 80. Sending cookies.,syslog-collector-01,Syslog
2026-04-29T01:45:05Z,2026-04-29T01:45:05Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,cron,info,systemd,55998,Started Session 4829 of user backup.,syslog-collector-01,Syslog
2026-04-29T01:45:15Z,2026-04-29T01:45:15Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,kern,info,kernel,24811,"audit: type=1400 audit(3994.3994:3994): apparmor=""DENIED"" operation=""open"" profile=""/usr/sbin/cupsd""",syslog-collector-01,Syslog
2026-04-29T01:45:38Z,2026-04-29T01:45:38Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,user,err,CRON,44662,(root) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-29T01:45:59Z,2026-04-29T01:45:59Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,auth,info,sshd-session,27456,pam_unix(sshd:session): session closed for user deploy,syslog-collector-01,Syslog
2026-04-29T01:46:51Z,2026-04-29T01:46:51Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,cron,notice,apt,33210,Finished apt-daily.service.,syslog-collector-01,Syslog
2026-04-29T01:46:59Z,2026-04-29T01:46:59Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,cron,info,CRON,16278,(root) CMD (/etc/munin/plugins/check-disk-5003 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-29T01:47:22Z,2026-04-29T01:47:22Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,auth,notice,sshd-session,42158,Accepted publickey for root from 10.193.103.222 port 19404 ssh2: RSA SHA256:edd7cc4d,syslog-collector-01,Syslog
2026-04-29T01:49:14Z,2026-04-29T01:49:14Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,info,apt,57135,Started Daily apt download activities.,syslog-collector-01,Syslog
2026-04-29T01:49:24Z,2026-04-29T01:49:24Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,kern,info,systemd,1734,Started Daily apt download activities.,syslog-collector-01,Syslog
2026-04-29T01:49:35Z,2026-04-29T01:49:35Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,warning,sshd-session,29807,Connection closed by 172.23.122.8 port 52938 [preauth],syslog-collector-01,Syslog
2026-04-29T01:50:04Z,2026-04-29T01:50:04Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,user,info,sudo,38882,root : TTY=pts/0 ; PWD=/home/root ; USER=root ; COMMAND=/bin/systemctl status nginx,syslog-collector-01,Syslog
2026-04-29T01:50:24Z,2026-04-29T01:50:24Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,cron,info,CRON,536,(deploy) CMD (/etc/munin/plugins/check-disk-7273 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-29T01:50:26Z,2026-04-29T01:50:26Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,auth,info,CRON,60074,(postgres) CMD (/usr/lib/sysstat/sa1 1 1),syslog-collector-01,Syslog
2026-04-29T01:51:25Z,2026-04-29T01:51:25Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,auth,info,sshd-session,47216,Accepted publickey for backup from 192.168.211.101 port 31062 ssh2: RSA SHA256:62fa9536,syslog-collector-01,Syslog
2026-04-29T01:51:56Z,2026-04-29T01:51:56Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,info,sshd-session,34497,Accepted publickey for ubuntu from 172.24.115.54 port 13340 ssh2: RSA SHA256:1aff358e,syslog-collector-01,Syslog
2026-04-29T01:52:13Z,2026-04-29T01:52:13Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,daemon,info,systemd,55737,Reloading.,syslog-collector-01,Syslog
2026-04-29T01:52:46Z,2026-04-29T01:52:46Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,notice,kernel,48535,"audit: type=1400 audit(528.528:528): apparmor=""DENIED"" operation=""open"" profile=""/usr/sbin/cupsd""",syslog-collector-01,Syslog
2026-04-29T01:53:30Z,2026-04-29T01:53:30Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,warning,CRON,396,(backup) CMD (/etc/munin/plugins/check-disk-2805 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-29T01:53:56Z,2026-04-29T01:53:56Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,info,systemd,13480,Stopped Session 2321 of user jenkins.,syslog-collector-01,Syslog
2026-04-29T01:54:13Z,2026-04-29T01:54:13Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,cron,info,apt,22207,Finished apt-daily.service.,syslog-collector-01,Syslog
2026-04-29T01:54:26Z,2026-04-29T01:54:26Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,err,sshd-session,64530,Connection closed by 192.168.250.229 port 46983 [preauth],syslog-collector-01,Syslog
2026-04-29T01:54:30Z,2026-04-29T01:54:30Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,auth,info,systemd,6564,Reloading.,syslog-collector-01,Syslog
2026-04-29T01:54:56Z,2026-04-29T01:54:56Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,info,systemd,49523,Started Session 9722 of user backup.,syslog-collector-01,Syslog
2026-04-29T01:55:04Z,2026-04-29T01:55:04Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,info,CRON,50163,(ubuntu) CMD (/usr/lib/sysstat/sa1 1 1),syslog-collector-01,Syslog
2026-04-29T01:55:13Z,2026-04-29T01:55:13Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,daemon,info,systemd,54015,Stopped Session 8635 of user jenkins.,syslog-collector-01,Syslog
2026-04-29T01:56:27Z,2026-04-29T01:56:27Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,info,CRON,1608,(root) CMD (logrotate),syslog-collector-01,Syslog
2026-04-29T01:57:13Z,2026-04-29T01:57:13Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,auth,info,systemd,53454,Stopped Session 7812 of user root.,syslog-collector-01,Syslog
2026-04-29T01:57:14Z,2026-04-29T01:57:14Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,auth,info,CRON,46135,(jenkins) CMD (/usr/lib/sysstat/sa1 1 1),syslog-collector-01,Syslog
2026-04-29T01:57:24Z,2026-04-29T01:57:24Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,info,systemd-resolved,34209,DNSSEC validation failed for question example.com IN A: signature-expired,syslog-collector-01,Syslog
2026-04-29T01:57:34Z,2026-04-29T01:57:34Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,daemon,info,kernel,12602,[UFW BLOCK] IN=eth0 OUT= MAC=... SRC=10.95.0.70 DST=10.0.20.20 LEN=60 PROTO=TCP SPT=17194 DPT=22,syslog-collector-01,Syslog
2026-04-29T01:58:07Z,2026-04-29T01:58:07Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,daemon,info,CRON,29543,(www-data) CMD (/etc/munin/plugins/check-disk-6669 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-29T01:58:29Z,2026-04-29T01:58:29Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,cron,info,sshd-session,27643,Connection closed by 172.29.253.156 port 24534 [preauth],syslog-collector-01,Syslog
2026-04-29T01:58:59Z,2026-04-29T01:58:59Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,cron,info,sshd-session,3417,pam_unix(sshd:session): session closed for user root,syslog-collector-01,Syslog
2026-04-29T02:00:16Z,2026-04-29T02:00:16Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,daemon,info,kernel,26731,[UFW BLOCK] IN=eth0 OUT= MAC=... SRC=172.17.230.14 DST=10.0.20.20 LEN=60 PROTO=TCP SPT=59790 DPT=22,syslog-collector-01,Syslog
2026-04-29T02:00:18Z,2026-04-29T02:00:18Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,info,apt,21394,"Upgrading: openssl, libssl3",syslog-collector-01,Syslog
2026-04-29T02:01:00Z,2026-04-29T02:01:00Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,daemon,notice,apt,48263,Finished apt-daily.service.,syslog-collector-01,Syslog
2026-04-29T02:01:12Z,2026-04-29T02:01:12Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,cron,warning,kernel,32174,"audit: type=1400 audit(411.411:411): apparmor=""DENIED"" operation=""open"" profile=""/usr/sbin/cupsd""",syslog-collector-01,Syslog
2026-04-29T02:01:32Z,2026-04-29T02:01:32Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,notice,CRON,64590,(deploy) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-29T02:01:51Z,2026-04-29T02:01:51Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,mail,info,CRON,21525,(jenkins) CMD (/usr/lib/sysstat/sa1 1 1),syslog-collector-01,Syslog
2026-04-29T02:02:26Z,2026-04-29T02:02:26Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,cron,info,snapd,59854,Started snap.snapd.service.,syslog-collector-01,Syslog
2026-04-29T02:02:29Z,2026-04-29T02:02:29Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,daemon,info,systemd-resolved,19850,Positive Trust Anchors:,syslog-collector-01,Syslog
2026-04-29T02:02:45Z,2026-04-29T02:02:45Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,daemon,info,kernel,32365,TCP: request_sock_TCP: Possible SYN flooding on port 80. Sending cookies.,syslog-collector-01,Syslog
2026-04-29T02:02:50Z,2026-04-29T02:02:50Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,user,info,systemd,47906,Started Daily apt download activities.,syslog-collector-01,Syslog
2026-04-29T02:03:22Z,2026-04-29T02:03:22Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,notice,sshd-session,25862,pam_unix(sshd:session): session opened for user postgres by (uid=0),syslog-collector-01,Syslog
2026-04-29T02:03:54Z,2026-04-29T02:03:54Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,daemon,notice,systemd,56806,Stopped Session 5769 of user jenkins.,syslog-collector-01,Syslog
2026-04-29T02:03:59Z,2026-04-29T02:03:59Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,daemon,err,dbus-daemon,46003,[system] Successfully activated service 'org.freedesktop.systemd1',syslog-collector-01,Syslog
2026-04-29T02:04:43Z,2026-04-29T02:04:43Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,auth,err,sudo,23134,backup : TTY=pts/0 ; PWD=/home/backup ; USER=root ; COMMAND=/bin/systemctl status nginx,syslog-collector-01,Syslog
2026-04-29T02:05:20Z,2026-04-29T02:05:20Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,auth,info,CRON,54700,(postgres) CMD (/etc/munin/plugins/check-disk-5851 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-29T02:06:44Z,2026-04-29T02:06:44Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,info,dbus-daemon,42088,[system] Successfully activated service 'org.freedesktop.systemd1',syslog-collector-01,Syslog
2026-04-29T02:07:13Z,2026-04-29T02:07:13Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,daemon,info,CRON,23994,(jenkins) CMD (/etc/munin/plugins/check-disk-4576 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-29T02:07:24Z,2026-04-29T02:07:24Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,notice,sshd-session,47402,pam_unix(sshd:session): session closed for user root,syslog-collector-01,Syslog
2026-04-29T02:07:54Z,2026-04-29T02:07:54Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,auth,info,systemd,30727,Stopped Session 3074 of user ubuntu.,syslog-collector-01,Syslog
2026-04-29T02:08:18Z,2026-04-29T02:08:18Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,auth,info,CRON,64996,(postgres) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-29T02:08:22Z,2026-04-29T02:08:22Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,mail,info,CRON,37803,(jenkins) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-29T02:08:35Z,2026-04-29T02:08:35Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,mail,info,sshd-session,41327,Accepted publickey for jenkins from 10.206.250.225 port 36484 ssh2: RSA SHA256:813627e5,syslog-collector-01,Syslog
2026-04-29T02:08:57Z,2026-04-29T02:08:57Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,auth,warning,CRON,52419,(backup) CMD (/usr/lib/sysstat/sa1 1 1),syslog-collector-01,Syslog
2026-04-29T02:09:10Z,2026-04-29T02:09:10Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,daemon,err,systemd,63034,Stopped Session 8997 of user root.,syslog-collector-01,Syslog
2026-04-29T02:09:20Z,2026-04-29T02:09:20Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,info,sudo,31805,ubuntu : TTY=pts/0 ; PWD=/home/ubuntu ; USER=root ; COMMAND=/bin/systemctl status nginx,syslog-collector-01,Syslog
2026-04-29T02:09:45Z,2026-04-29T02:09:45Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,daemon,info,CRON,59898,(postgres) CMD (/usr/lib/sysstat/sa1 1 1),syslog-collector-01,Syslog
2026-04-29T02:09:55Z,2026-04-29T02:09:55Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,user,warning,kernel,20542,"audit: type=1400 audit(678.678:678): apparmor=""DENIED"" operation=""open"" profile=""/usr/sbin/cupsd""",syslog-collector-01,Syslog
2026-04-29T02:10:04Z,2026-04-29T02:10:04Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,daemon,info,systemd,7219,Started Daily apt download activities.,syslog-collector-01,Syslog
2026-04-29T02:11:07Z,2026-04-29T02:11:07Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,kern,info,snapd,10755,Started snap.snapd.service.,syslog-collector-01,Syslog
2026-04-29T02:11:37Z,2026-04-29T02:11:37Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,auth,err,apt,46924,Finished apt-daily.service.,syslog-collector-01,Syslog
2026-04-29T02:11:42Z,2026-04-29T02:11:42Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,cron,info,sshd-session,1099,pam_unix(sshd:session): session opened for user root by (uid=0),syslog-collector-01,Syslog
2026-04-29T02:12:17Z,2026-04-29T02:12:17Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,cron,info,sshd-session,49212,pam_unix(sshd:session): session opened for user root by (uid=0),syslog-collector-01,Syslog
2026-04-29T02:12:40Z,2026-04-29T02:12:40Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,kern,warning,apt,5379,Started Daily apt download activities.,syslog-collector-01,Syslog
2026-04-29T02:13:11Z,2026-04-29T02:13:11Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,daemon,info,CRON,8567,(www-data) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-29T02:13:21Z,2026-04-29T02:13:21Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,info,kernel,5805,[UFW BLOCK] IN=eth0 OUT= MAC=... SRC=10.137.102.250 DST=10.0.20.20 LEN=60 PROTO=TCP SPT=2233 DPT=22,syslog-collector-01,Syslog
2026-04-29T02:13:42Z,2026-04-29T02:13:42Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,user,info,CRON,19521,(jenkins) CMD (/etc/munin/plugins/check-disk-7218 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-29T02:14:25Z,2026-04-29T02:14:25Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,auth,info,CRON,21719,(jenkins) CMD (/usr/lib/sysstat/sa1 1 1),syslog-collector-01,Syslog
2026-04-29T02:14:27Z,2026-04-29T02:14:27Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,info,apt,45580,Started Daily apt download activities.,syslog-collector-01,Syslog
2026-04-29T02:14:30Z,2026-04-29T02:14:30Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,notice,kernel,20831,TCP: request_sock_TCP: Possible SYN flooding on port 80. Sending cookies.,syslog-collector-01,Syslog
2026-04-29T02:14:38Z,2026-04-29T02:14:38Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,daemon,err,systemd,55815,Started Daily apt download activities.,syslog-collector-01,Syslog
2026-04-29T02:15:03Z,2026-04-29T02:15:03Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,auth,info,systemd,62430,Stopped Session 6375 of user deploy.,syslog-collector-01,Syslog
2026-04-29T02:15:19Z,2026-04-29T02:15:19Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,kern,info,sshd-session,43468,Connection closed by 10.94.116.75 port 33278 [preauth],syslog-collector-01,Syslog
2026-04-29T02:15:40Z,2026-04-29T02:15:40Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,err,sshd-session,56256,Connection closed by 172.31.131.193 port 1738 [preauth],syslog-collector-01,Syslog
2026-04-29T02:16:23Z,2026-04-29T02:16:23Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,cron,info,systemd,32566,Started Daily apt download activities.,syslog-collector-01,Syslog
2026-04-29T02:16:39Z,2026-04-29T02:16:39Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,mail,info,systemd,8533,Started Session 6710 of user deploy.,syslog-collector-01,Syslog
2026-04-29T02:17:06Z,2026-04-29T02:17:06Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,cron,info,CRON,53654,(www-data) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-29T02:17:14Z,2026-04-29T02:17:14Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,auth,info,systemd,56974,Started Session 7630 of user postgres.,syslog-collector-01,Syslog
2026-04-29T02:18:37Z,2026-04-29T02:18:37Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,info,apt,26039,Started Daily apt download activities.,syslog-collector-01,Syslog
2026-04-29T02:18:54Z,2026-04-29T02:18:54Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,kern,info,CRON,47288,(ubuntu) CMD (/etc/munin/plugins/check-disk-2309 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-29T02:18:56Z,2026-04-29T02:18:56Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,cron,info,CRON,28565,(postgres) CMD (/etc/munin/plugins/check-disk-7539 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-29T02:19:20Z,2026-04-29T02:19:20Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,daemon,info,sudo,3526,root : TTY=pts/0 ; PWD=/home/root ; USER=root ; COMMAND=/bin/systemctl status nginx,syslog-collector-01,Syslog
2026-04-29T02:19:55Z,2026-04-29T02:19:55Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,info,CRON,8323,(root) CMD (/usr/bin/check.sh),syslog-collector-01,Syslog
2026-04-29T02:20:23Z,2026-04-29T02:20:23Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,daemon,notice,CRON,13893,(root) CMD (/etc/munin/plugins/check-disk-9623 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-29T02:20:43Z,2026-04-29T02:20:43Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,auth,info,CRON,42380,(root) CMD (/etc/munin/plugins/check-disk-973 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-29T02:20:54Z,2026-04-29T02:20:54Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,kern,info,sshd-session,52079,pam_unix(sshd:session): session opened for user ubuntu by (uid=0),syslog-collector-01,Syslog
2026-04-29T02:21:28Z,2026-04-29T02:21:28Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,auth,info,CRON,60097,(jenkins) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-29T02:21:34Z,2026-04-29T02:21:34Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,info,kernel,13992,"audit: type=1400 audit(9799.9799:9799): apparmor=""DENIED"" operation=""open"" profile=""/usr/sbin/cupsd""",syslog-collector-01,Syslog
2026-04-29T02:21:39Z,2026-04-29T02:21:39Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,info,apt,32924,Started Daily apt download activities.,syslog-collector-01,Syslog
2026-04-29T02:21:39Z,2026-04-29T02:21:39Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,user,notice,sudo,59434,deploy : TTY=pts/0 ; PWD=/home/deploy ; USER=root ; COMMAND=/usr/bin/apt update,syslog-collector-01,Syslog
2026-04-29T02:22:09Z,2026-04-29T02:22:09Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,mail,notice,CRON,21467,(root) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-29T02:22:13Z,2026-04-29T02:22:13Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,mail,warning,CRON,14497,(postgres) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-29T02:22:16Z,2026-04-29T02:22:16Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,cron,info,dbus-daemon,41645,[system] Successfully activated service 'org.freedesktop.systemd1',syslog-collector-01,Syslog
2026-04-29T02:22:40Z,2026-04-29T02:22:40Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,auth,info,sshd-session,24204,pam_unix(sshd:session): session opened for user www-data by (uid=0),syslog-collector-01,Syslog
2026-04-29T02:23:34Z,2026-04-29T02:23:34Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,kern,info,kernel,35081,TCP: request_sock_TCP: Possible SYN flooding on port 80. Sending cookies.,syslog-collector-01,Syslog
2026-04-29T02:23:35Z,2026-04-29T02:23:35Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,cron,notice,CRON,48780,(deploy) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-29T02:23:42Z,2026-04-29T02:23:42Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,user,info,CRON,61422,(root) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-29T02:23:59Z,2026-04-29T02:23:59Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,cron,info,systemd,51785,Stopped Session 4788 of user www-data.,syslog-collector-01,Syslog
2026-04-29T02:24:48Z,2026-04-29T02:24:48Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,cron,info,sshd-session,2312,pam_unix(sshd:session): session opened for user deploy by (uid=0),syslog-collector-01,Syslog
2026-04-29T02:25:06Z,2026-04-29T02:25:06Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,info,snapd,52070,Connection from 192.168.240.3 closed,syslog-collector-01,Syslog
