TimeGenerated,Computer,EventID,Activity,Account,AccountType,AccountDomain,AccountName,TargetUserName,TargetDomainName,IpAddress,IpPort,LogonType,LogonProcessName,FailureReason,ProcessName,NewProcessName,ParentProcessName,CommandLine,ServiceName,ServiceFileName,EventSourceName,Channel,Type
2026-04-29T07:18:50Z,WS-MKT-01,4624,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,172.23.11.99,55667,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:18:51Z,WS-OPS-01,4624,,CORP\bsato,User,CORP,bsato,bsato,CORP,192.168.232.89,63530,3,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:19:35Z,WS-HR-03,4624,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,10.62.50.34,55557,3,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:19:41Z,SVR-WEB-01,4688,,CORP\jharris,User,CORP,jharris,jharris,CORP,,,,,,C:\Windows\System32\wininit.exe,C:\Windows\System32\wininit.exe,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\wininit.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:19:44Z,SVR-WEB-01,4625,,CORP\olopez,User,CORP,olopez,olopez,CORP,10.197.147.87,57852,5,User32,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:19:54Z,WS-DEV-02,4688,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,,,,,,C:\Windows\System32\wininit.exe,C:\Windows\System32\wininit.exe,C:\Windows\System32\msedge.exe,"""C:\Windows\System32\wininit.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:20:08Z,WS-OPS-01,4688,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,,,,C:\Windows\System32\services.exe,C:\Windows\System32\services.exe,C:\Windows\System32\chrome.exe,"""C:\Windows\System32\services.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:20:10Z,SVR-DC-01,4625,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,10.167.216.246,53706,3,User32,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:20:20Z,WS-OPS-02,4688,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,,,,,,C:\Windows\System32\services.exe,C:\Windows\System32\services.exe,C:\Windows\System32\SearchHost.exe,"""C:\Windows\System32\services.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:20:20Z,WS-IT-01,4624,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,172.31.81.44,51505,11,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:20:32Z,WS-OPS-02,4634,,CORP\ehernandez,User,CORP,ehernandez,ehernandez,CORP,,,11,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:20:50Z,WS-DEV-02,4688,,CORP\agarcia,User,CORP,agarcia,agarcia,CORP,,,,,,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:20:56Z,SVR-DC-01,4688,,CORP\olopez,User,CORP,olopez,olopez,CORP,,,,,,C:\Windows\System32\SearchHost.exe,C:\Windows\System32\SearchHost.exe,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\SearchHost.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:21:01Z,WS-MKT-02,4624,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,10.17.24.159,55638,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:21:03Z,WS-HR-03,4624,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,10.7.39.181,61002,3,Advapi,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:21:12Z,WS-OPS-02,4688,,CORP\olopez,User,CORP,olopez,olopez,CORP,,,,,,C:\Windows\System32\csrss.exe,C:\Windows\System32\csrss.exe,C:\Windows\System32\firefox.exe,"""C:\Windows\System32\csrss.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:21:13Z,SVR-DC-01,4624,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,10.127.73.220,55049,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:21:13Z,WS-MKT-01,4624,,CORP\jharris,User,CORP,jharris,jharris,CORP,172.28.40.115,54236,3,User32,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:21:20Z,LAP-EXEC-01,4688,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,,,,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,C:\Windows\System32\firefox.exe,"""C:\Windows\System32\svchost.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:21:38Z,WS-DEV-02,4688,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,,,,,,C:\Windows\System32\wininit.exe,C:\Windows\System32\wininit.exe,C:\Windows\System32\chrome.exe,"""C:\Windows\System32\wininit.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:21:39Z,WS-MKT-02,4624,,CORP\jharris,User,CORP,jharris,jharris,CORP,172.29.245.72,55386,5,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:21:45Z,LAP-EXEC-01,4625,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,192.168.7.208,63691,2,Negotiate,The user has not been granted the requested logon type at this machine.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:21:58Z,WS-MKT-02,4625,,CORP\agarcia,User,CORP,agarcia,agarcia,CORP,172.18.119.187,63643,3,Kerberos,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:22:04Z,WS-FINANCE-01,4624,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,10.120.100.250,65319,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:22:10Z,WS-OPS-02,4625,,CORP\jharris,User,CORP,jharris,jharris,CORP,172.19.231.164,50820,5,NtLmSsp,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:22:16Z,SVR-WEB-01,4688,,CORP\ehernandez,User,CORP,ehernandez,ehernandez,CORP,,,,,,C:\Windows\System32\msiexec.exe,C:\Windows\System32\msiexec.exe,C:\Windows\System32\lsass.exe,"""C:\Windows\System32\msiexec.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:22:22Z,SVR-WEB-01,4624,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,10.139.126.152,63429,3,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:23:11Z,WS-MKT-01,4624,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,10.213.230.230,62945,3,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:23:17Z,WS-IT-02,4688,,CORP\lwoods,User,CORP,lwoods,lwoods,CORP,,,,,,C:\Windows\System32\WINWORD.EXE,C:\Windows\System32\WINWORD.EXE,C:\Windows\System32\services.exe,"""C:\Windows\System32\WINWORD.EXE""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:23:29Z,WS-IT-02,4634,,CORP\jharris,User,CORP,jharris,jharris,CORP,,,2,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:23:37Z,WS-IT-01,4688,,CORP\agarcia,User,CORP,agarcia,agarcia,CORP,,,,,,C:\Windows\System32\lsass.exe,C:\Windows\System32\lsass.exe,C:\Windows\System32\chrome.exe,"""C:\Windows\System32\lsass.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:23:38Z,WS-FINANCE-01,4624,,CORP\bsato,User,CORP,bsato,bsato,CORP,10.147.230.168,57810,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:23:51Z,WS-OPS-01,4624,,CORP\tnguyen,User,CORP,tnguyen,tnguyen,CORP,10.120.234.174,60879,3,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:23:59Z,WS-MKT-02,4688,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,,,,C:\Windows\System32\Teams.exe,C:\Windows\System32\Teams.exe,C:\Windows\System32\OUTLOOK.EXE,"""C:\Windows\System32\Teams.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:24:00Z,WS-IT-01,4672,,CORP\tnguyen,Admin,CORP,tnguyen,tnguyen,CORP,,,,,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:24:08Z,WS-HR-03,4634,,CORP\agarcia,User,CORP,agarcia,agarcia,CORP,,,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:24:42Z,SVR-WEB-01,4688,,CORP\agarcia,User,CORP,agarcia,agarcia,CORP,,,,,,C:\Windows\System32\Teams.exe,C:\Windows\System32\Teams.exe,C:\Windows\System32\msedge.exe,"""C:\Windows\System32\Teams.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:24:47Z,WS-IT-01,4688,,CORP\dkim,User,CORP,dkim,dkim,CORP,,,,,,C:\Windows\System32\msedge.exe,C:\Windows\System32\msedge.exe,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\msedge.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:25:31Z,WS-FINANCE-01,4624,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,10.29.48.150,64057,11,Advapi,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:25:46Z,WS-DEV-02,4688,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,,,,C:\Windows\System32\chrome.exe,C:\Windows\System32\chrome.exe,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\chrome.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:25:47Z,SVR-WEB-01,4688,,CORP\dkim,User,CORP,dkim,dkim,CORP,,,,,,C:\Windows\System32\EXCEL.EXE,C:\Windows\System32\EXCEL.EXE,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\EXCEL.EXE""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:26:03Z,LAP-SALES-03,4688,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,,,,,,C:\Windows\System32\chrome.exe,C:\Windows\System32\chrome.exe,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\chrome.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:26:03Z,LAP-EXEC-01,4625,,CORP\tnguyen,User,CORP,tnguyen,tnguyen,CORP,172.29.162.55,63630,11,Kerberos,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:26:10Z,WS-FINANCE-01,4688,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,,,,C:\Windows\System32\winlogon.exe,C:\Windows\System32\winlogon.exe,C:\Windows\System32\code.exe,"""C:\Windows\System32\winlogon.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:26:15Z,LAP-SALES-03,4624,,CORP\jharris,User,CORP,jharris,jharris,CORP,192.168.8.211,50467,2,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:26:31Z,WS-MKT-01,4624,,CORP\jharris,User,CORP,jharris,jharris,CORP,10.221.143.197,52143,5,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:26:48Z,SVR-WEB-01,4688,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,,,,,,C:\Windows\System32\wininit.exe,C:\Windows\System32\wininit.exe,C:\Windows\System32\code.exe,"""C:\Windows\System32\wininit.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:26:51Z,SVR-DC-01,4688,,CORP\ehernandez,User,CORP,ehernandez,ehernandez,CORP,,,,,,C:\Windows\System32\smss.exe,C:\Windows\System32\smss.exe,C:\Windows\System32\lsass.exe,"""C:\Windows\System32\smss.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:26:58Z,SVR-DC-01,4634,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,,,5,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:27:07Z,WS-FINANCE-01,4688,,CORP\jharris,User,CORP,jharris,jharris,CORP,,,,,,C:\Windows\System32\WINWORD.EXE,C:\Windows\System32\WINWORD.EXE,C:\Windows\System32\chrome.exe,"""C:\Windows\System32\WINWORD.EXE""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:27:18Z,WS-OPS-02,4625,,CORP\bsato,User,CORP,bsato,bsato,CORP,172.19.11.232,49450,2,Kerberos,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:27:23Z,SVR-DC-01,4624,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,10.176.90.26,53114,10,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:27:31Z,WS-MKT-02,4624,,CORP\lwoods,User,CORP,lwoods,lwoods,CORP,10.146.70.43,53314,3,User32,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:27:52Z,WS-OPS-01,4625,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,10.27.54.224,49858,3,NtLmSsp,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:27:56Z,SVR-WEB-01,4625,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,10.241.185.92,60517,2,Kerberos,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:28:01Z,SVR-DC-01,4688,,CORP\lwoods,User,CORP,lwoods,lwoods,CORP,,,,,,C:\Windows\System32\services.exe,C:\Windows\System32\services.exe,C:\Windows\System32\wininit.exe,"""C:\Windows\System32\services.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:28:02Z,SVR-DC-01,4688,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,,,,,,C:\Windows\System32\lsass.exe,C:\Windows\System32\lsass.exe,C:\Windows\System32\OneDrive.exe,"""C:\Windows\System32\lsass.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:28:05Z,WS-MKT-01,4634,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,,,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:28:12Z,SVR-WEB-01,4672,,CORP\bsato,Admin,CORP,bsato,bsato,CORP,,,,,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:28:18Z,WS-IT-02,4624,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,10.72.127.110,62897,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:28:27Z,SVR-DC-01,4624,,CORP\bryce,User,CORP,bryce,bryce,CORP,10.0.20.5,57924,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:28:37Z,WS-FINANCE-01,4624,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,10.18.231.193,55856,5,User32,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:28:50Z,LAP-SALES-03,4624,,CORP\ehernandez,User,CORP,ehernandez,ehernandez,CORP,10.222.194.244,56581,10,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:28:52Z,WS-FINANCE-01,4672,,CORP\jharris,Admin,CORP,jharris,jharris,CORP,,,,,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:28:56Z,WS-IT-02,4624,,CORP\tnguyen,User,CORP,tnguyen,tnguyen,CORP,10.53.223.193,51543,5,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:29:00Z,LAP-SALES-03,4688,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,,,,,,C:\Windows\System32\msedge.exe,C:\Windows\System32\msedge.exe,C:\Windows\System32\explorer.exe,"""C:\Windows\System32\msedge.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:29:02Z,WS-FINANCE-01,4625,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,172.19.195.44,58112,3,Kerberos,Account locked out.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:29:07Z,WS-IT-02,4624,,CORP\agarcia,User,CORP,agarcia,agarcia,CORP,172.19.254.76,63499,5,Seclogo,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:29:30Z,WS-IT-02,4624,,CORP\agarcia,User,CORP,agarcia,agarcia,CORP,10.112.209.95,65492,2,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:29:32Z,WS-IT-01,4688,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,,,,C:\Windows\System32\SearchHost.exe,C:\Windows\System32\SearchHost.exe,C:\Windows\System32\Teams.exe,"""C:\Windows\System32\SearchHost.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:29:46Z,WS-OPS-01,4624,,CORP\dkim,User,CORP,dkim,dkim,CORP,10.3.98.236,65519,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:30:08Z,SVR-DC-01,4688,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,,,,,,C:\Windows\System32\lsass.exe,C:\Windows\System32\lsass.exe,C:\Windows\System32\chrome.exe,"""C:\Windows\System32\lsass.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:30:12Z,WS-DEV-02,4625,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,10.99.164.118,53620,5,NtLmSsp,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:30:13Z,SVR-WEB-01,4624,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,10.135.168.197,51253,3,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:30:26Z,LAP-EXEC-01,4624,,CORP\olopez,User,CORP,olopez,olopez,CORP,10.172.201.226,52192,5,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:30:32Z,WS-MKT-01,4624,,CORP\ehernandez,User,CORP,ehernandez,ehernandez,CORP,10.221.89.98,58176,3,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:30:46Z,WS-HR-03,4624,,CORP\lwoods,User,CORP,lwoods,lwoods,CORP,10.53.236.85,57969,3,Seclogo,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:30:57Z,WS-IT-02,4634,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,,,5,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:31:09Z,WS-FINANCE-01,4688,,CORP\dchen,User,CORP,dchen,dchen,CORP,,,,,,,C:\Windows\System32\chrome.exe,C:\Windows\System32\explorer.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:31:19Z,SVR-WEB-01,4624,,CORP\jharris,User,CORP,jharris,jharris,CORP,192.168.153.192,53672,5,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:31:24Z,WS-MKT-02,4624,,CORP\agarcia,User,CORP,agarcia,agarcia,CORP,10.65.45.70,52820,10,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:31:26Z,WS-FINANCE-01,4625,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,192.168.192.116,54876,7,NtLmSsp,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:31:34Z,WS-MKT-01,4624,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,10.192.206.207,50326,3,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:31:50Z,WS-OPS-01,4688,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,,,,C:\Windows\System32\csrss.exe,C:\Windows\System32\csrss.exe,C:\Windows\System32\SearchHost.exe,"""C:\Windows\System32\csrss.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:31:55Z,WS-FINANCE-01,4624,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,10.165.73.44,60188,3,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:32:01Z,LAP-SALES-03,4624,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,10.57.37.103,64093,5,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:32:11Z,WS-IT-01,4624,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,172.23.92.52,59773,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:32:12Z,WS-HR-03,4624,,CORP\jadams,User,CORP,jadams,jadams,CORP,10.0.10.12,61683,2,User32,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:32:32Z,WS-IT-02,4720,,CORP\bsato,User,CORP,bsato,newuser929,CORP,,,,,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:32:37Z,SVR-WEB-01,4624,,CORP\tnguyen,User,CORP,tnguyen,tnguyen,CORP,10.184.95.21,60986,5,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:32:39Z,WS-HR-03,4624,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,172.21.161.22,56341,3,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:32:40Z,WS-OPS-01,4688,,CORP\dkim,User,CORP,dkim,dkim,CORP,,,,,,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,C:\Windows\System32\OneDrive.exe,"""C:\Windows\System32\svchost.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:32:40Z,WS-OPS-02,4732,,CORP\mwhite,User,CORP,mwhite,newuser176,CORP,,,,,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:32:42Z,WS-MKT-02,4688,,CORP\ehernandez,User,CORP,ehernandez,ehernandez,CORP,,,,,,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,C:\Windows\System32\msiexec.exe,"""C:\Windows\System32\svchost.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:32:44Z,WS-MKT-01,4624,,CORP\agarcia,User,CORP,agarcia,agarcia,CORP,10.49.4.101,56572,11,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:32:54Z,WS-DEV-02,4634,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,3,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:33:07Z,SVR-DC-01,4688,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,,,,,,C:\Windows\System32\msiexec.exe,C:\Windows\System32\msiexec.exe,C:\Windows\System32\taskmgr.exe,"""C:\Windows\System32\msiexec.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:33:22Z,WS-IT-01,4624,,CORP\agarcia,User,CORP,agarcia,agarcia,CORP,10.61.111.74,58323,2,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:33:27Z,WS-IT-02,4624,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,10.32.137.41,61405,2,Seclogo,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:33:27Z,WS-IT-02,4624,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,172.23.164.173,59335,5,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:33:29Z,SVR-WEB-01,4624,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,172.16.243.89,61972,5,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:33:42Z,WS-OPS-01,4624,,CORP\tnguyen,User,CORP,tnguyen,tnguyen,CORP,10.232.178.55,56653,11,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:33:43Z,WS-OPS-01,4624,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,172.17.35.111,60067,2,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:33:54Z,WS-MKT-01,4624,,CORP\tnguyen,User,CORP,tnguyen,tnguyen,CORP,10.62.183.149,51555,2,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:34:16Z,WS-HR-03,4624,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,10.219.142.252,64586,3,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:34:18Z,WS-OPS-01,4634,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:34:25Z,WS-HR-03,4688,,CORP\agarcia,User,CORP,agarcia,agarcia,CORP,,,,,,C:\Windows\System32\wininit.exe,C:\Windows\System32\wininit.exe,C:\Windows\System32\taskmgr.exe,"""C:\Windows\System32\wininit.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T07:34:29Z,LAP-EXEC-01,4625,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,192.168.16.127,61736,2,NtLmSsp,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
