TimeGenerated,DeviceVendor,DeviceProduct,DeviceVersion,DeviceEventClassID,Activity,LogSeverity,DeviceAction,ApplicationProtocol,SourceIP,SourcePort,DestinationIP,DestinationPort,Protocol,SimplifiedDeviceAction,Computer,Type
2026-04-29T06:54:14Z,Cisco,ASA,9.16,100,Traffic,Low,allow,smtp,172.27.255.203,65152,172.217.14.110,25,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T06:54:47Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.231.61.120,52086,23.40.44.17,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T06:55:16Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,172.21.195.241,57837,20.232.97.97,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T06:55:18Z,Cisco,ASA,9.16,100,Traffic,Low,allow,ldap,172.24.53.95,62720,10.176.73.154,389,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T06:55:22Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,dns,10.58.112.239,50611,203.0.113.30,53,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T06:55:38Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.96.98.114,54841,10.166.84.80,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T06:56:08Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.61.159.112,54734,172.24.1.204,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T06:56:12Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,52.96.165.18,63250,10.44.101.37,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T06:57:02Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,172.27.176.19,58103,185.220.101.5,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T06:57:17Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Medium,deny,http,172.26.3.95,51175,198.51.100.55,80,TCP,deny,fw-edge-01,CommonSecurityLog
2026-04-29T06:57:24Z,Fortinet,FortiGate,7.2,100,Traffic,Medium,deny,http,10.6.224.41,61973,52.96.165.18,80,TCP,deny,fw-perim-01,CommonSecurityLog
2026-04-29T06:57:55Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,10.108.250.136,54114,23.40.44.17,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T06:58:00Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,203.0.113.20,63386,10.219.224.75,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T06:58:04Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.149.197.138,58793,203.0.113.30,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T06:58:52Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,smb,199.232.65.69,62818,199.232.65.69,445,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T06:59:07Z,Cisco,ASA,9.16,100,Traffic,Low,allow,ldap,203.0.113.10,49301,104.18.32.115,389,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T06:59:39Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.107.95.9,63903,10.105.54.124,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:01:45Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,199.232.65.69,55358,23.40.44.17,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:01:54Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,172.19.8.27,63025,10.5.80.64,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:02:10Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,smtp,10.187.99.19,52240,10.123.247.140,25,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:02:21Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,157.240.22.35,49856,20.232.97.97,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:02:43Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,172.23.194.91,54872,10.72.210.234,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:02:46Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,smb,10.74.172.27,63119,52.96.165.18,445,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:02:56Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,dns,13.107.42.14,51283,52.96.165.18,53,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:03:27Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,10.254.9.102,64802,10.32.19.145,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:03:41Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,smtp,10.191.25.252,52197,203.0.113.20,25,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:03:48Z,Cisco,ASA,9.16,100,Traffic,Low,allow,dns,10.21.226.245,64008,192.168.27.135,53,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:03:58Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Medium,deny,dns,10.5.79.7,61969,157.240.22.35,53,TCP,deny,fw-edge-01,CommonSecurityLog
2026-04-29T07:04:15Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,151.101.1.69,65288,172.217.14.110,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:04:43Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.87.32.60,54857,10.60.169.241,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:04:45Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,dns,203.0.113.30,59899,151.101.1.69,53,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:05:05Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.151.250.198,56843,172.217.14.110,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:05:11Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.137.232.140,63193,10.88.138.193,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:05:15Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,smb,10.179.184.251,49711,185.220.101.5,445,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:05:55Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,203.0.113.40,50179,10.255.237.249,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:06:47Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,dns,52.96.165.18,49229,172.23.185.254,53,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:07:07Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.215.215.68,52121,10.159.207.8,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:07:49Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,smb,10.3.222.43,50939,203.0.113.10,445,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:08:04Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.197.204.215,52984,23.40.44.17,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:08:22Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.53.3.17,53119,203.0.113.30,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:08:48Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,172.17.171.196,51563,10.185.14.142,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:09:11Z,Fortinet,FortiGate,7.2,100,Traffic,Medium,deny,https,172.26.211.198,60886,23.40.44.17,443,TCP,deny,fw-perim-01,CommonSecurityLog
2026-04-29T07:09:46Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,smb,10.241.221.62,55237,10.122.14.39,445,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:10:14Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.212.167.191,58813,151.101.1.69,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:10:14Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.147.41.171,60199,10.241.43.128,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:10:39Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,dns,10.252.178.42,57320,10.237.59.103,53,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:11:03Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,10.34.132.42,54303,40.99.4.34,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:11:36Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,172.29.225.56,64551,10.104.227.20,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:12:09Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.205.164.80,50905,157.240.22.35,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:12:26Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,dns,104.18.32.115,52079,10.46.252.104,53,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:12:27Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.53.64.116,54471,10.46.44.117,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:12:33Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Medium,deny,smb,10.216.132.4,53407,10.162.148.220,445,TCP,deny,fw-edge-01,CommonSecurityLog
2026-04-29T07:13:28Z,Cisco,ASA,9.16,100,Traffic,Low,allow,dns,10.76.148.20,54805,172.22.138.196,53,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:13:34Z,Cisco,ASA,9.16,100,Traffic,High,drop,dns,172.24.242.82,63455,203.0.113.10,53,TCP,drop,fw-edge-02,CommonSecurityLog
2026-04-29T07:14:07Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,dns,23.40.44.17,63092,13.107.42.14,53,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:14:17Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,198.51.100.55,60225,10.178.50.161,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:14:36Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.75.33.217,63068,172.217.14.110,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:14:40Z,Cisco,ASA,9.16,100,Traffic,Low,allow,dns,203.0.113.20,59456,104.18.32.115,53,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:15:04Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,dns,10.49.109.122,56484,40.99.4.34,53,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:15:17Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,http,172.19.6.243,64996,13.107.42.14,80,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:15:18Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,ssh,10.192.27.29,56604,198.51.100.55,22,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:16:01Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,dns,172.24.145.126,56455,10.121.136.180,53,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:16:11Z,Cisco,ASA,9.16,100,Traffic,High,drop,dns,10.221.244.9,61040,10.184.79.215,53,TCP,drop,fw-edge-02,CommonSecurityLog
2026-04-29T07:17:26Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,dns,172.26.24.66,64676,199.232.65.69,53,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:17:30Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,dns,10.229.137.165,60761,10.86.10.84,53,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:18:03Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,10.136.228.187,55885,10.25.203.243,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:18:24Z,Fortinet,FortiGate,7.2,100,Traffic,Medium,deny,http,10.218.48.24,50306,104.18.32.115,80,TCP,deny,fw-perim-01,CommonSecurityLog
2026-04-29T07:18:25Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,rdp,172.28.90.190,50919,142.250.80.46,3389,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:18:37Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.60.235.240,54018,52.96.165.18,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:19:35Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,smb,203.0.113.10,60496,52.96.165.18,445,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:19:50Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,dns,185.220.101.5,53191,203.0.113.20,53,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:20:01Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,104.18.32.115,65357,10.89.254.168,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:20:23Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,10.130.92.233,54101,172.217.14.110,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:20:47Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,10.246.133.29,60371,10.33.147.37,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:21:11Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,High,drop,http,10.168.115.244,61084,142.250.80.46,80,TCP,drop,fw-edge-01,CommonSecurityLog
2026-04-29T07:21:58Z,Cisco,ASA,9.16,100,Traffic,Low,allow,dns,10.114.202.76,65161,151.101.1.69,53,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:24:04Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,198.51.100.55,62989,40.99.4.34,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:24:10Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.164.53.27,56995,20.232.97.97,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:25:01Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.22.91.223,58600,192.168.142.245,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:25:04Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,52.96.165.18,57320,172.17.247.202,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:26:15Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,ldap,10.155.106.150,57296,40.99.4.34,389,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:27:28Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,172.22.245.159,55240,10.57.217.209,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:27:40Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,199.232.65.69,52648,185.220.101.5,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:28:03Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,rdp,10.126.1.51,63493,104.18.32.115,3389,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:28:23Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,199.232.65.69,57887,104.18.32.115,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:28:44Z,Cisco,ASA,9.16,100,Traffic,Low,allow,ssh,10.249.7.4,53417,10.182.164.167,22,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:28:59Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Medium,deny,https,40.99.4.34,55023,142.250.80.46,443,TCP,deny,fw-edge-01,CommonSecurityLog
2026-04-29T07:29:53Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.69.143.126,60313,151.101.1.69,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:30:57Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,192.168.218.198,50243,10.120.110.191,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:31:32Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,172.17.205.55,52121,23.40.44.17,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:32:51Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,smb,10.53.170.87,57176,142.250.80.46,445,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:32:56Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,13.107.42.14,56194,10.39.238.3,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:33:26Z,Cisco,ASA,9.16,100,Traffic,Low,allow,http,40.99.4.34,50818,52.96.165.18,80,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:33:58Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,rdp,10.73.49.101,63294,10.152.65.77,3389,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:34:24Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,157.240.22.35,49940,10.168.68.148,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:34:44Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,172.19.66.7,50272,151.101.1.69,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:35:40Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.119.160.179,49518,157.240.22.35,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:35:52Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,http,192.168.212.139,58250,104.18.32.115,80,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:36:18Z,Cisco,ASA,9.16,100,Traffic,Low,allow,smb,192.168.40.212,58799,104.18.32.115,445,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:36:21Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,185.220.101.5,59828,185.220.101.5,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:36:27Z,Cisco,ASA,9.16,100,Traffic,Low,allow,smb,151.101.1.69,57105,172.31.161.154,445,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:37:17Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Medium,deny,https,104.18.32.115,59087,20.232.97.97,443,TCP,deny,fw-edge-01,CommonSecurityLog
2026-04-29T07:37:40Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,http,203.0.113.40,63353,10.130.139.245,80,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:37:50Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.150.19.6,64289,10.183.128.160,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:37:56Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.225.179.44,63078,10.72.144.102,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:38:02Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,199.232.65.69,60011,203.0.113.40,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:38:15Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,smb,40.99.4.34,60715,203.0.113.10,445,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:38:32Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,10.168.11.79,51466,10.11.224.223,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:38:48Z,Cisco,ASA,9.16,100,Traffic,Low,allow,http,10.247.198.225,56646,172.19.20.177,80,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:39:11Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,10.83.185.79,62694,40.99.4.34,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:40:11Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.187.92.65,56620,20.232.97.97,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:40:34Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,dns,172.23.227.162,54300,172.24.252.239,53,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:41:24Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,dns,10.136.153.249,49807,172.217.14.110,53,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:41:40Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,172.24.207.61,58628,52.96.165.18,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:42:09Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,dns,10.244.124.123,57496,10.244.214.206,53,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:42:19Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.140.75.90,53306,10.232.62.109,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:43:23Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.217.204.193,61105,10.61.97.229,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:43:36Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,10.107.57.115,49659,203.0.113.40,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:43:42Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.59.13.161,50672,10.108.212.125,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:44:06Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,192.168.56.70,61118,172.30.28.35,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:44:40Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.144.18.164,64169,157.240.22.35,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:44:41Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.136.137.92,62586,10.242.199.242,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:45:05Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,151.101.1.69,60341,172.26.13.145,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:45:40Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,dns,203.0.113.40,59866,10.73.243.100,53,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:46:27Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,104.18.32.115,63123,151.101.1.69,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:46:29Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.15.95.200,57809,172.217.14.110,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:46:46Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,rdp,172.25.100.178,52514,10.246.203.206,3389,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:47:24Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.131.71.72,58586,203.0.113.20,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:47:47Z,Fortinet,FortiGate,7.2,100,Traffic,High,drop,https,172.29.170.6,54840,203.0.113.40,443,TCP,drop,fw-perim-01,CommonSecurityLog
2026-04-29T07:47:51Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,20.232.97.97,53802,10.31.245.160,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:47:53Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,http,20.232.97.97,55984,172.25.9.37,80,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:48:11Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.89.142.160,60701,10.46.194.173,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:48:19Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.153.215.231,64295,10.54.79.142,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:48:27Z,Fortinet,FortiGate,7.2,100,Traffic,Medium,deny,https,10.49.42.168,61760,172.23.30.95,443,TCP,deny,fw-perim-01,CommonSecurityLog
2026-04-29T07:48:31Z,Cisco,ASA,9.16,100,Traffic,Low,allow,http,199.232.65.69,55341,172.217.14.110,80,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:48:40Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,dns,172.25.81.136,57092,203.0.113.10,53,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:50:03Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.166.27.189,53629,172.21.229.122,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:51:40Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,smb,172.28.81.92,63062,172.27.101.41,445,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:51:48Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.156.125.177,64270,203.0.113.10,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:52:04Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,ldap,172.24.40.206,65129,10.223.226.43,389,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T07:52:32Z,Cisco,ASA,9.16,100,Traffic,Low,allow,dns,10.26.150.5,61510,151.101.1.69,53,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:52:41Z,Fortinet,FortiGate,7.2,100,Traffic,High,drop,https,172.217.14.110,50796,10.112.38.171,443,TCP,drop,fw-perim-01,CommonSecurityLog
2026-04-29T07:53:54Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,142.250.80.46,51415,40.99.4.34,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:54:09Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,dns,23.40.44.17,62991,151.101.1.69,53,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T07:54:09Z,Cisco,ASA,9.16,100,Traffic,Low,allow,rdp,203.0.113.10,56017,10.15.40.150,3389,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:54:26Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,40.99.4.34,59052,198.51.100.55,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:55:03Z,Cisco,ASA,9.16,100,Traffic,Low,allow,ssh,10.112.244.15,64263,20.232.97.97,22,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:56:04Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.14.255.60,56134,172.30.109.117,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T07:56:06Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,10.2.50.170,54781,172.217.14.110,443,TCP,allow,fw-edge-01,CommonSecurityLog
