TimeGenerated,Date,Time,sSiteName,sComputerName,sIP,csMethod,csUriStem,csUriQuery,sPort,csUserName,cIP,csUserAgent,scStatus,scSubStatus,scWin32Status,scBytes,csBytes,TimeTaken,Computer,Type
2026-04-29T06:24:40Z,2026-04-29,06:24:40,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/favicon.ico,-,443,-,23.40.44.17,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,29365,4453,803,SVR-WEB-01,W3CIISLog
2026-04-29T06:25:01Z,2026-04-29,06:25:01,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/favicon.ico,-,443,-,13.107.42.14,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,9787,4177,1083,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:25:09Z,2026-04-29,06:25:09,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/api/v1/login,-,443,-,203.0.113.20,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,401,0,0,33968,2135,226,SVR-WEB-01,W3CIISLog
2026-04-29T06:25:18Z,2026-04-29,06:25:18,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/api/v1/users,-,443,-,172.25.50.117,python-requests/2.28.1,200,0,0,10317,3081,671,SVR-WEB-01,W3CIISLog
2026-04-29T06:25:20Z,2026-04-29,06:25:20,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/.env,-,443,-,10.29.138.246,python-requests/2.28.1,404,0,0,45694,3526,3232,SVR-WEB-01,W3CIISLog
2026-04-29T06:25:22Z,2026-04-29,06:25:22,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/,-,443,-,151.101.1.69,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,14251,792,1189,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:25:26Z,2026-04-29,06:25:26,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/static/app.js,-,443,-,10.186.76.26,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),200,0,0,23928,4598,3739,SVR-WEB-02,W3CIISLog
2026-04-29T06:25:34Z,2026-04-29,06:25:34,W3SVC1,SVR-WEB-01,10.0.20.10,POST,/favicon.ico,-,443,-,172.23.14.50,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,6238,3976,2540,SVR-WEB-01,W3CIISLog
2026-04-29T06:25:49Z,2026-04-29,06:25:49,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/index.html,-,443,-,10.175.133.147,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,47781,4730,1364,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:25:51Z,2026-04-29,06:25:51,W3SVC1,SVR-WEB-01,10.0.20.10,POST,/login,-,443,-,13.107.42.14,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),200,0,0,3257,3112,1291,SVR-WEB-01,W3CIISLog
2026-04-29T06:26:48Z,2026-04-29,06:26:48,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/api/v1/login,-,443,-,10.22.170.2,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,22804,4644,2742,SVR-WEB-02,W3CIISLog
2026-04-29T06:26:52Z,2026-04-29,06:26:52,W3SVC2,SVR-WEB-02,10.0.20.11,DELETE,/api/v1/orders,-,443,-,10.121.2.133,python-requests/2.28.1,200,0,0,42153,1592,2375,SVR-WEB-02,W3CIISLog
2026-04-29T06:27:06Z,2026-04-29,06:27:06,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/favicon.ico,-,443,-,10.167.252.130,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,25188,3527,4097,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:27:23Z,2026-04-29,06:27:23,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/api/v1/users,-,443,-,10.182.134.253,curl/7.81.0,200,0,0,16821,3881,2102,SVR-WEB-02,W3CIISLog
2026-04-29T06:27:25Z,2026-04-29,06:27:25,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/api/v1/login,-,443,-,10.38.134.122,python-requests/2.28.1,200,0,0,9328,2909,1032,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:27:36Z,2026-04-29,06:27:36,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/login,-,443,-,172.28.250.68,curl/7.81.0,200,0,0,47689,982,3471,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:27:44Z,2026-04-29,06:27:44,W3SVC2,SVR-WEB-02,10.0.20.11,POST,/,-,443,-,10.143.33.152,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,23970,3707,1791,SVR-WEB-02,W3CIISLog
2026-04-29T06:27:54Z,2026-04-29,06:27:54,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/api/v1/login,-,443,-,10.44.199.1,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),401,0,0,44189,4123,838,SVR-WEB-02,W3CIISLog
2026-04-29T06:28:03Z,2026-04-29,06:28:03,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/admin,-,443,-,172.20.8.74,curl/7.81.0,401,0,0,43902,3899,1395,SVR-WEB-01,W3CIISLog
2026-04-29T06:28:08Z,2026-04-29,06:28:08,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/admin/users,-,443,-,172.28.80.48,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,403,0,0,20801,3117,4511,SVR-WEB-01,W3CIISLog
2026-04-29T06:28:41Z,2026-04-29,06:28:41,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/admin,-,443,-,10.38.105.60,python-requests/2.28.1,401,0,0,9897,3215,2126,SVR-WEB-01,W3CIISLog
2026-04-29T06:28:58Z,2026-04-29,06:28:58,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/wp-admin,-,443,-,10.68.117.228,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),404,0,0,40730,4345,4814,SVR-WEB-01,W3CIISLog
2026-04-29T06:29:01Z,2026-04-29,06:29:01,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/logout,-,443,-,10.172.132.86,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),200,0,0,8132,2794,3401,SVR-WEB-01,W3CIISLog
2026-04-29T06:29:03Z,2026-04-29,06:29:03,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/logout,-,443,-,172.217.14.110,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,610,3049,2688,SVR-WEB-02,W3CIISLog
2026-04-29T06:29:07Z,2026-04-29,06:29:07,W3SVC2,SVR-WEB-02,10.0.20.11,POST,/index.html,-,443,-,10.217.250.234,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,46850,3029,4692,SVR-WEB-02,W3CIISLog
2026-04-29T06:29:17Z,2026-04-29,06:29:17,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/api/v1/orders,-,443,-,10.69.146.164,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,26001,1252,1284,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:29:18Z,2026-04-29,06:29:18,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/api/v1/users,-,443,-,172.23.154.160,curl/7.81.0,200,0,0,5835,2749,2710,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:29:56Z,2026-04-29,06:29:56,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/favicon.ico,-,443,-,172.26.47.131,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,32012,3505,667,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:30:49Z,2026-04-29,06:30:49,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/wp-admin,-,443,-,10.9.71.88,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,404,0,0,8406,1285,3556,SVR-WEB-02,W3CIISLog
2026-04-29T06:31:23Z,2026-04-29,06:31:23,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/api/v1/login,-,443,-,10.157.76.78,curl/7.81.0,401,0,0,21221,3535,2353,SVR-WEB-02,W3CIISLog
2026-04-29T06:31:23Z,2026-04-29,06:31:23,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/index.html,-,443,-,157.240.22.35,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,35818,975,3028,SVR-WEB-02,W3CIISLog
2026-04-29T06:31:23Z,2026-04-29,06:31:23,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/,-,443,-,142.250.80.46,curl/7.81.0,200,0,0,26674,4753,3122,SVR-WEB-02,W3CIISLog
2026-04-29T06:31:30Z,2026-04-29,06:31:30,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/admin/users,-,443,-,192.168.82.213,python-requests/2.28.1,403,0,0,23721,992,1571,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:31:34Z,2026-04-29,06:31:34,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/login,-,443,-,172.26.101.139,python-requests/2.28.1,200,0,0,9749,4204,359,SVR-WEB-01,W3CIISLog
2026-04-29T06:31:48Z,2026-04-29,06:31:48,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/favicon.ico,-,443,-,203.0.113.20,python-requests/2.28.1,200,0,0,33054,3074,4416,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:32:02Z,2026-04-29,06:32:02,W3SVC1,SVR-WEB-LX-01,10.0.30.10,POST,/api/v1/login,-,443,-,172.30.83.211,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),200,0,0,15925,2696,1745,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:32:28Z,2026-04-29,06:32:28,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/login,-,443,-,172.23.37.18,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,29644,3753,430,SVR-WEB-01,W3CIISLog
2026-04-29T06:32:40Z,2026-04-29,06:32:40,W3SVC1,SVR-WEB-01,10.0.20.10,POST,/login,-,443,-,23.40.44.17,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,44811,1278,2062,SVR-WEB-01,W3CIISLog
2026-04-29T06:34:02Z,2026-04-29,06:34:02,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/wp-admin,-,443,-,10.102.78.66,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,404,0,0,10903,1203,1876,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:34:16Z,2026-04-29,06:34:16,W3SVC2,SVR-WEB-02,10.0.20.11,POST,/wp-admin,-,443,-,172.17.171.232,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),404,0,0,23433,2818,3066,SVR-WEB-02,W3CIISLog
2026-04-29T06:34:41Z,2026-04-29,06:34:41,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/api/v1/login,-,443,-,10.223.117.2,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,401,0,0,28030,4435,4193,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:34:55Z,2026-04-29,06:34:55,W3SVC1,SVR-WEB-01,10.0.20.10,POST,/wp-admin,-,443,-,10.50.147.97,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),404,0,0,21468,4681,593,SVR-WEB-01,W3CIISLog
2026-04-29T06:35:00Z,2026-04-29,06:35:00,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/api/v1/login,-,443,-,172.20.244.49,curl/7.81.0,200,0,0,13994,3660,3995,SVR-WEB-01,W3CIISLog
2026-04-29T06:35:34Z,2026-04-29,06:35:34,W3SVC2,SVR-WEB-02,10.0.20.11,POST,/wp-admin,-,443,-,157.240.22.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,404,0,0,12427,1173,3041,SVR-WEB-02,W3CIISLog
2026-04-29T06:35:53Z,2026-04-29,06:35:53,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/logout,-,443,-,203.0.113.30,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,43700,2206,2488,SVR-WEB-01,W3CIISLog
2026-04-29T06:36:29Z,2026-04-29,06:36:29,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/logout,-,443,-,10.103.203.124,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,31621,313,885,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:36:43Z,2026-04-29,06:36:43,W3SVC1,SVR-WEB-LX-01,10.0.30.10,POST,/static/app.js,-,443,-,10.193.197.164,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,45061,4958,3475,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:36:52Z,2026-04-29,06:36:52,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/index.html,-,443,-,10.252.5.106,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),200,0,0,35265,4287,1987,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:37:05Z,2026-04-29,06:37:05,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/api/v1/users,-,443,-,199.232.65.69,curl/7.81.0,200,0,0,16906,1729,2771,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:38:23Z,2026-04-29,06:38:23,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/api/v1/users,-,443,-,10.205.231.144,curl/7.81.0,200,0,0,8702,1162,4765,SVR-WEB-01,W3CIISLog
2026-04-29T06:38:32Z,2026-04-29,06:38:32,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/favicon.ico,-,443,-,199.232.65.69,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),200,0,0,22978,1634,2965,SVR-WEB-02,W3CIISLog
2026-04-29T06:38:38Z,2026-04-29,06:38:38,W3SVC1,SVR-WEB-LX-01,10.0.30.10,POST,/static/main.css,-,443,-,10.162.237.2,python-requests/2.28.1,200,0,0,48934,4589,791,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:38:42Z,2026-04-29,06:38:42,W3SVC1,SVR-WEB-01,10.0.20.10,POST,/api/v1/users,-,443,-,172.20.0.158,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),200,0,0,18570,2937,2924,SVR-WEB-01,W3CIISLog
2026-04-29T06:39:38Z,2026-04-29,06:39:38,W3SVC1,SVR-WEB-01,10.0.20.10,POST,/api/v1/login,-,443,-,23.40.44.17,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,401,0,0,14931,4076,152,SVR-WEB-01,W3CIISLog
2026-04-29T06:41:03Z,2026-04-29,06:41:03,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/logout,-,443,-,151.101.1.69,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,13213,1490,4302,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:41:40Z,2026-04-29,06:41:40,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/api/v1/login,-,443,-,10.127.143.185,curl/7.81.0,401,0,0,18292,1726,4389,SVR-WEB-02,W3CIISLog
2026-04-29T06:42:22Z,2026-04-29,06:42:22,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/admin/users,-,443,-,13.107.42.14,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),403,0,0,31984,293,2658,SVR-WEB-01,W3CIISLog
2026-04-29T06:42:58Z,2026-04-29,06:42:58,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/api/v1/orders,-,443,-,10.54.86.185,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,6957,3125,2579,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:43:20Z,2026-04-29,06:43:20,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/static/app.js,-,443,-,10.168.213.154,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,22401,4797,2687,SVR-WEB-01,W3CIISLog
2026-04-29T06:43:26Z,2026-04-29,06:43:26,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/favicon.ico,-,443,-,172.27.82.172,curl/7.81.0,200,0,0,2307,2471,2871,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:43:38Z,2026-04-29,06:43:38,W3SVC1,SVR-WEB-LX-01,10.0.30.10,POST,/favicon.ico,-,443,-,10.211.116.196,curl/7.81.0,200,0,0,2001,2619,1763,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:45:24Z,2026-04-29,06:45:24,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/admin,-,443,-,10.17.152.181,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),401,0,0,36895,3354,3477,SVR-WEB-01,W3CIISLog
2026-04-29T06:46:02Z,2026-04-29,06:46:02,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/login,-,443,-,172.31.202.203,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,15945,4471,623,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:46:11Z,2026-04-29,06:46:11,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/logout,-,443,-,203.0.113.40,curl/7.81.0,200,0,0,29050,4714,1695,SVR-WEB-02,W3CIISLog
2026-04-29T06:46:57Z,2026-04-29,06:46:57,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/favicon.ico,-,443,-,10.78.111.54,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,1700,2394,1098,SVR-WEB-02,W3CIISLog
2026-04-29T06:47:35Z,2026-04-29,06:47:35,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/api/v1/orders,-,443,-,10.116.178.18,python-requests/2.28.1,200,0,0,8024,2728,4869,SVR-WEB-02,W3CIISLog
2026-04-29T06:47:45Z,2026-04-29,06:47:45,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/admin,-,443,-,23.40.44.17,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,401,0,0,39609,4128,3363,SVR-WEB-02,W3CIISLog
2026-04-29T06:48:04Z,2026-04-29,06:48:04,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/index.html,-,443,-,104.18.32.115,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,13473,2198,136,SVR-WEB-02,W3CIISLog
2026-04-29T06:48:27Z,2026-04-29,06:48:27,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/wp-admin,-,443,-,151.101.1.69,curl/7.81.0,404,0,0,28050,3029,3366,SVR-WEB-01,W3CIISLog
2026-04-29T06:49:28Z,2026-04-29,06:49:28,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/index.html,-,443,-,10.54.29.111,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,34078,2824,3783,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:50:00Z,2026-04-29,06:50:00,W3SVC2,SVR-WEB-02,10.0.20.11,POST,/admin/users,-,443,-,10.25.140.54,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,403,0,0,22973,1153,3504,SVR-WEB-02,W3CIISLog
2026-04-29T06:50:53Z,2026-04-29,06:50:53,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/static/main.css,-,443,-,10.215.87.51,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),200,0,0,3422,3217,3965,SVR-WEB-01,W3CIISLog
2026-04-29T06:51:23Z,2026-04-29,06:51:23,W3SVC2,SVR-WEB-02,10.0.20.11,POST,/admin/users,-,443,-,172.28.89.4,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,403,0,0,15808,1117,4850,SVR-WEB-02,W3CIISLog
2026-04-29T06:51:43Z,2026-04-29,06:51:43,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/api/v1/health,-,443,-,203.0.113.20,python-requests/2.28.1,200,0,0,24785,4805,3056,SVR-WEB-01,W3CIISLog
2026-04-29T06:51:43Z,2026-04-29,06:51:43,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/favicon.ico,-,443,-,172.18.8.206,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),200,0,0,10232,2988,1023,SVR-WEB-02,W3CIISLog
2026-04-29T06:51:46Z,2026-04-29,06:51:46,W3SVC1,SVR-WEB-LX-01,10.0.30.10,POST,/admin/users,-,443,-,52.96.165.18,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,403,0,0,18926,1363,4807,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:51:50Z,2026-04-29,06:51:50,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/favicon.ico,-,443,-,185.220.101.5,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,49664,1689,671,SVR-WEB-01,W3CIISLog
2026-04-29T06:52:32Z,2026-04-29,06:52:32,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/logout,-,443,-,199.232.65.69,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,38026,3489,1035,SVR-WEB-01,W3CIISLog
2026-04-29T06:53:26Z,2026-04-29,06:53:26,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/index.html,-,443,-,10.222.193.200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,8481,709,1082,SVR-WEB-02,W3CIISLog
2026-04-29T06:53:26Z,2026-04-29,06:53:26,W3SVC1,SVR-WEB-LX-01,10.0.30.10,POST,/index.html,-,443,-,10.110.78.56,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),200,0,0,1490,2320,4747,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:53:55Z,2026-04-29,06:53:55,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/api/v1/login,-,443,-,172.30.136.118,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),200,0,0,32342,186,3404,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:54:03Z,2026-04-29,06:54:03,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/api/v1/health,-,443,-,172.23.81.195,curl/7.81.0,200,0,0,25639,4730,2902,SVR-WEB-01,W3CIISLog
2026-04-29T06:54:07Z,2026-04-29,06:54:07,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/.env,-,443,-,10.229.17.35,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,404,0,0,44561,4524,3540,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:54:14Z,2026-04-29,06:54:14,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/api/v1/login,-,443,-,52.96.165.18,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,36608,2481,2646,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:54:30Z,2026-04-29,06:54:30,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/logout,-,443,-,10.95.192.90,python-requests/2.28.1,200,0,0,26366,3593,3727,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:54:32Z,2026-04-29,06:54:32,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/api/v1/login,-,443,-,203.0.113.10,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,401,0,0,24050,3845,3566,SVR-WEB-02,W3CIISLog
2026-04-29T06:54:32Z,2026-04-29,06:54:32,W3SVC1,SVR-WEB-LX-01,10.0.30.10,POST,/admin,-,443,-,10.168.39.210,python-requests/2.28.1,401,0,0,48252,3650,1023,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:54:34Z,2026-04-29,06:54:34,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/logout,-,443,-,172.23.190.63,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,2741,391,2633,SVR-WEB-01,W3CIISLog
2026-04-29T06:54:53Z,2026-04-29,06:54:53,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/.env,-,443,-,10.114.148.31,curl/7.81.0,404,0,0,18653,3604,377,SVR-WEB-02,W3CIISLog
2026-04-29T06:54:57Z,2026-04-29,06:54:57,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/.env,-,443,-,172.17.91.89,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,404,0,0,12786,3008,4398,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:54:58Z,2026-04-29,06:54:58,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/api/v1/health,-,443,-,10.41.153.195,curl/7.81.0,200,0,0,36684,1865,1238,SVR-WEB-02,W3CIISLog
2026-04-29T06:55:39Z,2026-04-29,06:55:39,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/api/v1/health,-,443,-,198.51.100.55,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,28038,2038,2247,SVR-WEB-LX-01,W3CIISLog
2026-04-29T06:56:02Z,2026-04-29,06:56:02,W3SVC1,SVR-WEB-01,10.0.20.10,POST,/static/main.css,-,443,-,172.26.24.66,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,29024,1943,3100,SVR-WEB-01,W3CIISLog
2026-04-29T06:56:15Z,2026-04-29,06:56:15,W3SVC2,SVR-WEB-02,10.0.20.11,POST,/login,-,443,-,172.19.51.9,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,7906,2845,4181,SVR-WEB-02,W3CIISLog
2026-04-29T06:56:20Z,2026-04-29,06:56:20,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/logout,-,443,-,10.210.95.221,python-requests/2.28.1,200,0,0,26197,4820,156,SVR-WEB-02,W3CIISLog
2026-04-29T06:56:53Z,2026-04-29,06:56:53,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/admin,-,443,-,10.203.39.201,python-requests/2.28.1,401,0,0,44410,791,2820,SVR-WEB-02,W3CIISLog
2026-04-29T06:56:58Z,2026-04-29,06:56:58,W3SVC2,SVR-WEB-02,10.0.20.11,POST,/static/app.js,-,443,-,172.22.88.194,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,34192,4399,2154,SVR-WEB-02,W3CIISLog
2026-04-29T06:57:11Z,2026-04-29,06:57:11,W3SVC2,SVR-WEB-02,10.0.20.11,POST,/.env,-,443,-,199.232.65.69,curl/7.81.0,404,0,0,19612,3131,4644,SVR-WEB-02,W3CIISLog
2026-04-29T06:58:14Z,2026-04-29,06:58:14,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/.env,-,443,-,10.122.196.224,python-requests/2.28.1,404,0,0,44400,1389,4135,SVR-WEB-02,W3CIISLog
